112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 02 2014,,November 03 2014,,November 04 2014,,November 05 2014,,November 06 2014,,November 07 2014,,November 08 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,67,80,42,36,43,43,38,42,46,43,31,44,60,77
1:00,36,33,24,25,27,27,34,24,23,28,28,28,57,50
2:00,33,26,15,19,20,20,17,19,17,13,13,12,28,35
3:00,12,11,6,11,12,24,5,15,15,10,12,20,20,24
4:00,15,4,7,21,14,11,9,16,8,10,10,17,12,22
5:00,16,13,15,31,19,38,21,22,12,32,21,25,5,14
6:00,17,14,54,61,69,63,48,54,71,68,56,59,32,21
7:00,29,33,101,118,104,123,116,114,104,131,90,112,28,31
8:00,58,67,155,163,155,161,146,174,151,165,160,154,77,77
9:00,84,128,197,184,199,201,176,158,180,174,176,177,110,138
10:00,172,199,224,244,198,245,207,223,197,228,190,219,318,271
11:00,246,305,239,268,219,260,215,242,246,251,262,273,437,392
12:00,273,298,254,273,256,287,249,278,257,252,284,319,507,458
13:00,307,368,279,316,256,316,303,325,288,304,328,340,360,368
14:00,265,299,233,322,262,292,273,319,287,306,314,337,314,368
15:00,201,261,293,345,302,323,310,320,293,336,358,386,322,371
16:00,222,247,329,354,343,374,358,392,377,385,372,369,335,357
17:00,219,238,407,438,426,423,435,434,449,404,494,457,322,328
18:00,192,304,310,414,464,430,443,471,332,423,458,423,273,280
19:00,154,185,238,344,328,343,266,351,280,357,350,361,212,242
20:00,143,154,181,196,218,224,206,228,168,233,192,235,153,196
21:00,107,115,169,139,133,146,168,191,157,161,153,155,110,125
22:00,80,74,89,89,110,117,126,116,174,150,127,132,110,112
23:00,64,46,56,53,53,66,70,66,83,66,101,102,91,102
TOTAL,3012,3502,3917,4464,4230,4557,4239,4594,4215,4530,4580,4756,4293,4459
