112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 02 2014,,,November 03 2014,,,November 04 2014,,,November 05 2014,,,November 06 2014,,,November 07 2014,,,November 08 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,114,128,122,65,62,79,104,78,143,98,67,130,96,73,157,112,78,132,148,99,162
1:00,54,42,53,34,40,42,47,42,56,49,40,57,58,28,57,45,42,47,69,42,63
2:00,34,26,42,19,20,38,35,33,61,37,38,55,30,27,50,37,28,59,49,29,41
3:00,24,27,31,21,31,63,34,31,76,34,28,69,40,38,83,32,40,73,29,26,59
4:00,24,19,44,64,84,176,61,77,178,75,70,190,65,86,212,69,71,188,34,38,73
5:00,47,38,87,225,263,597,225,275,614,243,268,638,208,265,601,218,249,583,68,60,172
6:00,93,75,130,520,564,858,530,565,849,523,571,854,504,559,839,474,512,797,132,134,224
7:00,163,128,207,756,766,849,733,752,826,778,814,892,752,739,875,729,738,846,283,187,298
8:00,200,159,225,729,799,739,739,843,742,744,788,752,695,794,760,715,805,801,361,261,432
9:00,311,276,376,625,621,611,648,688,619,672,655,630,633,658,624,623,643,628,504,423,509
10:00,437,368,515,502,518,531,502,538,515,517,557,528,519,549,540,553,556,571,603,512,564
11:00,474,492,430,421,446,442,438,474,481,453,407,479,447,470,430,514,500,539,574,582,549
12:00,442,440,498,441,406,470,433,449,459,434,416,426,489,436,475,494,463,494,551,581,507
13:00,470,521,481,444,455,443,442,445,449,461,443,480,436,480,432,456,511,467,580,624,538
14:00,401,453,429,467,533,487,463,504,478,423,528,518,424,499,490,405,648,547,466,614,540
15:00,303,328,373,450,516,483,502,531,491,456,535,489,443,502,501,389,609,685,458,538,504
16:00,308,297,361,485,561,511,472,532,514,476,546,469,492,538,503,454,617,612,492,585,551
17:00,297,323,362,446,533,468,490,560,504,447,542,484,481,559,548,496,562,491,503,570,540
18:00,410,473,430,350,409,446,425,471,483,431,489,458,421,466,448,497,580,544,497,470,460
19:00,300,296,348,291,325,366,337,332,382,326,348,366,297,335,374,442,455,454,374,338,401
20:00,228,224,268,229,213,216,242,244,268,206,219,259,250,210,248,341,293,320,292,250,297
21:00,171,143,215,166,163,186,174,171,218,184,226,244,182,197,224,252,209,293,199,193,245
22:00,132,121,184,133,133,194,148,136,209,152,150,216,150,168,216,208,186,233,221,190,255
23:00,119,90,116,125,94,153,112,82,130,122,103,156,133,99,135,158,158,199,169,136,190
TOTAL,5556,5487,6327,8008,8555,9448,8336,8853,9745,8341,8848,9839,8245,8775,9822,8713,9553,10603,7656,7482,8174
