112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 02 2014,,November 03 2014,,November 04 2014,,November 05 2014,,November 06 2014,,November 07 2014,,November 08 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,28,57,21,21,22,30,28,26,30,27,31,30,50,55
1:00,17,24,12,17,20,17,17,24,20,18,23,12,24,48
2:00,9,19,7,17,7,15,9,11,4,18,9,16,11,19
3:00,7,10,8,3,11,11,5,11,7,7,7,13,11,21
4:00,3,10,2,16,8,13,5,12,11,18,8,18,6,14
5:00,9,5,23,26,40,31,22,34,20,26,18,33,13,17
6:00,9,11,67,69,68,80,52,66,60,71,65,72,14,21
7:00,17,33,131,160,128,154,128,183,146,180,124,177,36,57
8:00,33,81,238,255,246,276,226,256,223,257,251,271,51,108
9:00,86,257,169,228,176,235,146,206,157,239,150,228,98,178
10:00,115,211,167,241,162,271,166,220,127,204,164,255,146,250
11:00,150,287,192,288,166,251,156,248,131,270,174,297,143,334
12:00,186,309,196,316,196,291,185,282,188,314,188,358,160,368
13:00,180,340,201,330,189,319,202,316,210,289,205,354,200,360
14:00,204,354,254,363,191,317,198,310,199,289,212,385,207,396
15:00,127,223,174,295,218,288,179,290,206,286,197,350,194,347
16:00,119,226,221,325,265,326,253,334,257,341,279,345,247,364
17:00,127,217,239,342,237,316,236,342,238,333,267,374,234,328
18:00,171,248,208,315,247,274,248,348,207,310,251,355,200,306
19:00,109,158,240,320,233,257,189,260,174,253,210,307,165,265
20:00,105,151,122,158,133,181,141,180,131,183,107,250,86,156
21:00,72,97,106,117,99,120,103,135,102,119,95,149,76,115
22:00,37,60,62,67,66,76,68,66,77,98,89,105,63,89
23:00,33,42,40,42,41,50,43,43,51,68,49,86,56,84
TOTAL,1953,3430,3100,4331,3169,4199,3005,4203,2976,4218,3173,4840,2491,4300
