112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,June 15 2014,,,June 16 2014,,,June 17 2014,,,June 18 2014,,,June 19 2014,,,June 20 2014,,,June 21 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,179,146,177,100,79,81,120,99,144,135,74,141,132,85,162,114,104,141,174,119,170
1:00,79,81,83,45,37,55,48,47,56,45,41,66,53,41,56,54,45,65,68,70,75
2:00,58,61,70,26,18,37,43,33,53,39,40,47,45,36,60,37,30,56,38,31,47
3:00,40,42,40,22,29,49,39,34,68,44,45,77,33,38,64,39,22,73,37,30,42
4:00,32,35,53,62,73,149,62,72,156,67,81,157,62,79,156,64,59,154,44,48,85
5:00,40,28,58,186,229,523,178,247,538,211,247,538,193,226,532,185,208,524,74,61,178
6:00,88,76,118,450,519,812,489,543,785,516,547,846,512,554,825,494,496,776,138,130,230
7:00,137,106,176,706,755,861,744,785,894,763,791,859,724,793,881,713,766,846,316,246,329
8:00,185,158,219,734,806,767,724,852,792,742,809,795,813,830,776,730,788,760,424,378,408
9:00,280,230,279,604,582,638,631,614,680,607,613,667,708,710,686,625,590,650,555,449,543
10:00,427,357,469,512,517,537,529,499,526,530,476,570,584,607,573,612,536,595,550,547,550
11:00,474,416,514,495,475,480,453,442,535,489,466,504,530,525,528,518,544,489,506,529,522
12:00,503,428,527,449,473,490,472,457,481,475,482,465,496,527,454,555,521,495,537,566,513
13:00,541,548,516,437,472,438,462,472,511,505,468,497,512,560,510,537,545,522,544,571,499
14:00,474,486,506,492,530,521,467,520,530,472,549,524,494,531,541,480,572,501,539,587,499
15:00,459,591,466,483,546,510,510,569,526,501,570,496,510,562,507,537,605,531,474,543,500
16:00,424,393,441,494,570,544,480,572,515,515,593,531,506,589,574,507,583,546,470,517,554
17:00,379,432,481,470,584,550,491,574,505,468,617,599,483,592,558,466,583,542,445,563,530
18:00,419,375,486,382,532,528,466,503,504,434,555,579,460,547,522,494,525,509,389,510,525
19:00,359,349,404,370,378,451,367,371,432,424,439,537,407,450,456,447,506,540,394,410,530
20:00,316,321,364,278,293,340,288,263,342,265,294,344,332,337,365,336,355,415,300,317,409
21:00,275,265,333,218,200,254,192,226,256,260,253,297,199,221,270,273,243,319,238,274,314
22:00,204,174,262,221,168,252,173,159,246,194,199,253,207,183,289,243,237,265,242,254,281
23:00,148,115,164,159,135,179,156,128,150,170,138,193,174,117,156,196,166,205,239,165,259
TOTAL,6520,6213,7206,8395,9000,10046,8584,9081,10225,8871,9387,10582,9169,9740,10501,9256,9629,10519,7735,7915,8592
