112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 13 2014,,July 14 2014,,July 15 2014,,July 16 2014,,July 17 2014,,July 18 2014,,July 19 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,49,64,23,28,24,49,30,46,35,40,35,41,43,61
1:00,14,33,8,15,13,14,15,25,20,19,22,23,29,46
2:00,16,26,4,14,15,20,13,11,8,15,17,17,16,21
3:00,7,25,6,11,11,12,6,15,13,9,15,12,14,21
4:00,7,20,7,15,5,23,7,21,8,19,6,23,9,17
5:00,5,6,9,37,14,35,18,38,17,41,18,39,10,15
6:00,12,16,56,65,45,69,43,73,40,61,39,76,14,34
7:00,21,41,119,134,118,148,133,162,128,151,115,149,29,51
8:00,33,76,172,224,186,212,193,245,181,225,173,213,53,105
9:00,65,208,136,234,145,249,158,276,168,251,132,265,84,147
10:00,77,197,135,220,137,184,115,194,133,192,133,261,121,220
11:00,125,249,181,256,122,262,172,270,160,269,161,280,175,296
12:00,159,265,179,304,186,305,190,283,184,311,181,340,167,298
13:00,164,278,186,358,182,358,220,359,202,366,196,356,210,350
14:00,168,295,193,311,206,321,184,313,195,309,229,367,185,315
15:00,155,258,206,305,199,305,218,305,206,328,262,361,200,331
16:00,157,251,219,320,218,311,214,309,224,330,275,370,180,291
17:00,149,260,238,323,245,334,217,308,232,319,255,351,169,299
18:00,141,223,233,281,212,307,223,310,226,303,248,322,173,267
19:00,121,234,200,257,172,292,184,273,207,312,182,284,142,211
20:00,90,145,154,228,146,201,150,227,141,228,149,224,113,184
21:00,71,121,100,165,121,165,111,179,114,188,130,170,107,161
22:00,56,102,73,112,87,124,99,147,87,131,94,144,75,109
23:00,52,52,55,72,41,80,55,91,56,67,72,99,47,84
TOTAL,1914,3445,2892,4289,2850,4380,2968,4480,2985,4484,3139,4787,2365,3934
