176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 14 2014,,December 15 2014,,December 16 2014,,December 17 2014,,December 18 2014,,December 19 2014,,December 20 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,102,137,60,47,63,70,80,89,85,69,77,76,117,118
1:00,79,83,23,37,43,32,32,46,40,53,48,59,75,100
2:00,47,53,16,17,23,24,25,17,26,35,18,29,37,37
3:00,16,24,9,15,15,27,13,21,15,12,17,24,23,25
4:00,17,24,14,15,16,15,21,22,15,29,16,27,20,21
5:00,8,17,23,33,34,40,39,38,34,43,31,35,17,11
6:00,28,23,110,166,135,143,130,142,113,171,107,146,24,30
7:00,24,39,184,238,179,236,188,264,201,248,191,228,43,48
8:00,47,57,251,287,237,291,255,315,250,306,237,291,64,65
9:00,110,116,224,229,244,279,246,258,249,284,218,277,112,110
10:00,147,161,168,185,175,210,149,176,163,197,171,199,159,168
11:00,197,223,211,209,171,197,199,217,186,203,226,233,255,232
12:00,202,238,246,233,239,218,229,217,233,239,232,249,266,288
13:00,297,327,245,242,212,249,225,244,250,281,290,318,263,335
14:00,272,299,256,268,255,286,262,251,224,251,299,286,286,320
15:00,229,278,317,334,302,342,297,314,325,340,306,379,312,314
16:00,245,226,375,429,371,408,392,426,380,372,391,440,335,353
17:00,265,270,371,405,360,406,367,429,376,409,372,436,337,352
18:00,322,315,372,425,361,439,359,438,394,424,395,469,325,354
19:00,283,292,320,343,333,365,350,374,322,377,360,409,220,264
20:00,246,230,225,269,249,284,251,262,264,262,296,288,237,235
21:00,169,160,187,197,180,199,215,219,193,215,222,250,185,218
22:00,109,115,149,157,180,158,153,158,168,155,201,214,203,184
23:00,75,83,73,85,85,106,110,87,110,103,178,169,191,228
TOTAL,3536,3790,4429,4865,4462,5024,4587,5024,4616,5078,4899,5531,4106,4410
