112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 03 2014,,,August 04 2014,,,August 05 2014,,,August 06 2014,,,August 07 2014,,,August 08 2014,,,August 09 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,140,128,156,108,72,126,107,85,144,134,84,138,126,83,144,130,74,158,122,122,159
1:00,102,78,76,56,50,54,57,53,58,57,53,51,60,47,55,59,49,53,66,78,83
2:00,56,48,54,32,30,52,36,32,71,41,37,68,29,35,57,45,37,58,46,51,58
3:00,33,24,43,36,35,85,35,35,81,40,39,79,37,39,104,34,35,78,33,32,39
4:00,34,37,59,61,68,159,71,73,171,71,65,174,81,71,159,57,59,174,50,33,74
5:00,57,45,90,212,249,545,210,260,546,233,263,555,215,245,570,212,240,493,89,66,156
6:00,78,73,126,488,527,749,488,543,764,497,545,790,495,553,773,452,502,760,122,137,222
7:00,188,134,187,752,740,838,738,768,842,723,744,842,723,731,861,679,686,803,265,196,301
8:00,209,157,238,844,852,743,804,838,773,749,844,766,730,801,751,763,783,749,373,289,380
9:00,300,265,316,743,741,644,629,637,651,631,608,643,641,657,678,667,693,622,502,453,506
10:00,465,393,501,558,568,537,538,513,540,527,520,570,517,530,590,610,597,575,565,493,556
11:00,500,454,491,509,506,489,479,447,527,455,476,491,497,455,513,531,585,544,554,550,540
12:00,438,473,447,445,491,438,480,495,468,487,465,503,510,515,493,516,567,500,565,555,496
13:00,486,489,499,526,503,515,503,503,475,469,521,401,516,504,501,533,519,493,542,552,499
14:00,439,469,488,486,583,512,500,559,526,512,576,542,459,518,544,463,574,494,540,574,528
15:00,440,435,463,473,542,521,508,585,523,487,541,527,476,528,520,491,598,533,507,544,485
16:00,405,451,467,468,576,566,462,567,554,490,589,562,432,562,590,465,565,580,439,511,516
17:00,344,384,440,425,585,595,437,582,574,433,645,579,403,606,580,413,558,553,389,445,514
18:00,352,422,416,383,518,525,425,538,569,421,542,537,401,566,536,432,517,550,385,451,522
19:00,304,325,388,334,393,456,366,433,466,396,406,477,355,378,430,452,489,541,421,403,468
20:00,261,312,352,263,292,334,289,314,335,304,301,345,294,268,326,343,337,390,297,276,335
21:00,216,257,306,215,238,249,249,232,277,260,242,289,235,225,286,296,278,305,261,250,303
22:00,202,202,265,181,195,259,227,191,293,227,213,252,205,196,255,243,256,262,273,247,259
23:00,145,142,189,145,104,177,161,146,151,140,133,178,172,151,185,211,166,183,193,167,192
TOTAL,6194,6197,7057,8743,9458,10168,8799,9429,10379,8784,9452,10359,8609,9264,10501,9097,9764,10451,7599,7475,8191
