112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 03 2014,,August 04 2014,,August 05 2014,,August 06 2014,,August 07 2014,,August 08 2014,,August 09 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,38,59,21,41,27,34,35,43,36,37,30,30,31,71
1:00,24,33,16,35,14,27,12,20,16,26,13,20,19,29
2:00,19,27,14,20,14,14,10,16,9,14,9,16,15,21
3:00,9,10,9,6,14,9,11,11,10,14,8,15,15,17
4:00,2,11,6,14,9,19,4,15,11,25,3,19,9,11
5:00,6,10,11,37,18,30,10,36,11,31,19,34,8,15
6:00,9,18,43,79,52,78,50,68,44,63,37,67,26,24
7:00,18,51,111,157,126,156,114,156,122,154,103,144,28,67
8:00,34,66,164,207,173,209,185,219,160,211,164,209,52,105
9:00,68,172,131,185,160,213,147,205,132,220,149,186,96,163
10:00,114,196,146,236,114,204,141,186,153,235,147,205,120,228
11:00,138,271,174,276,169,229,160,231,152,251,179,268,173,284
12:00,151,248,190,321,164,298,179,283,190,290,179,317,172,333
13:00,174,269,192,325,206,342,201,299,188,332,204,362,213,397
14:00,146,282,193,336,203,300,190,299,184,304,234,396,165,358
15:00,166,282,214,306,200,310,192,293,204,293,248,339,202,296
16:00,177,282,219,306,219,319,242,317,238,348,286,359,183,305
17:00,188,259,241,347,253,334,274,337,294,341,271,367,186,277
18:00,245,303,208,303,230,321,250,308,245,357,238,324,183,262
19:00,160,250,194,268,214,264,189,274,180,269,205,281,130,216
20:00,114,194,150,233,135,214,154,201,130,206,163,263,102,210
21:00,78,151,130,164,107,158,124,212,113,166,120,186,108,163
22:00,67,109,76,131,100,146,70,115,93,117,116,146,86,126
23:00,45,71,57,79,44,73,36,68,54,85,76,83,64,77
TOTAL,2190,3624,2910,4412,2965,4301,2980,4212,2969,4389,3201,4636,2386,4055
