112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 03 2014,,August 04 2014,,August 05 2014,,August 06 2014,,August 07 2014,,August 08 2014,,August 09 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,74,71,47,51,41,50,40,63,58,57,45,57,76,96
1:00,62,52,22,23,38,34,31,46,36,37,38,46,44,55
2:00,37,29,20,12,21,13,19,21,16,23,23,29,26,27
3:00,30,36,17,10,9,21,14,13,7,17,11,15,23,38
4:00,12,17,13,14,10,22,10,11,16,14,10,25,14,23
5:00,10,19,11,15,20,28,12,29,20,31,12,26,15,19
6:00,14,11,44,43,57,47,63,41,53,54,48,40,13,19
7:00,22,35,91,114,116,121,95,113,99,118,91,116,49,58
8:00,59,65,121,133,117,146,123,134,136,158,125,139,66,96
9:00,90,117,145,207,132,167,131,161,133,169,155,195,104,153
10:00,132,191,170,223,208,202,172,171,186,231,193,226,187,227
11:00,235,271,237,268,207,193,203,228,224,239,239,273,237,267
12:00,205,287,283,306,262,280,241,279,237,271,274,325,256,313
13:00,280,327,269,320,275,299,279,315,286,313,299,353,293,332
14:00,279,338,307,334,274,300,269,267,261,327,338,369,292,335
15:00,270,324,293,304,294,352,298,330,288,335,318,363,287,346
16:00,250,309,326,388,343,356,289,228,351,341,341,373,249,310
17:00,356,378,380,406,425,425,458,399,405,429,431,424,265,308
18:00,220,285,446,440,409,402,455,427,451,434,380,451,225,285
19:00,190,265,303,323,348,422,326,347,332,342,304,380,214,295
20:00,166,252,206,255,225,283,230,257,181,241,225,266,175,238
21:00,142,185,192,187,176,203,181,204,167,198,172,197,166,187
22:00,123,137,125,157,121,147,131,150,135,151,142,155,122,139
23:00,88,110,87,87,81,98,71,93,100,101,107,120,112,122
TOTAL,3346,4111,4155,4620,4209,4611,4141,4327,4178,4631,4321,4963,3510,4288
