112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 28 2014,,September 29 2014,,September 30 2014,,October 01 2014,,October 02 2014,,October 03 2014,,October 04 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,42,61,19,28,21,28,28,30,41,25,31,43,40,68
1:00,25,23,11,19,16,14,14,19,11,14,10,17,24,32
2:00,13,18,6,9,7,12,7,12,4,11,10,14,19,26
3:00,10,17,4,10,16,6,9,8,6,10,12,7,13,20
4:00,6,14,7,10,10,11,6,8,5,14,7,10,7,13
5:00,8,14,18,36,21,37,25,33,16,37,15,32,11,22
6:00,2,17,44,65,48,69,45,76,56,85,50,66,14,31
7:00,21,30,122,151,129,162,141,181,116,161,124,160,29,62
8:00,28,65,222,259,226,275,213,278,234,261,222,244,57,92
9:00,73,237,130,197,153,215,168,246,168,262,163,229,92,184
10:00,87,171,156,225,142,247,127,214,152,217,168,252,142,251
11:00,111,225,151,242,144,271,147,260,127,257,160,275,170,304
12:00,160,277,200,292,155,297,158,333,177,360,190,362,213,319
13:00,164,300,202,310,158,340,197,311,230,368,217,374,223,340
14:00,157,308,182,306,176,301,205,313,260,251,203,372,234,368
15:00,176,274,214,285,221,305,211,325,231,305,228,346,222,334
16:00,174,285,239,335,211,336,226,316,223,342,258,359,199,326
17:00,164,262,263,325,239,336,196,331,253,368,251,403,221,312
18:00,166,269,248,362,191,331,238,365,222,316,232,376,164,323
19:00,155,227,198,365,165,291,222,304,207,325,217,320,136,280
20:00,89,190,140,191,151,218,147,242,173,235,163,269,105,230
21:00,62,129,79,125,95,147,81,143,97,153,111,153,88,146
22:00,42,69,54,65,66,85,64,85,77,104,79,111,86,99
23:00,42,49,47,41,46,45,41,56,42,55,74,94,52,94
TOTAL,1977,3531,2956,4253,2807,4379,2916,4489,3128,4536,3195,4888,2561,4276
