112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,September 28 2014,,,September 29 2014,,,September 30 2014,,,October 01 2014,,,October 02 2014,,,October 03 2014,,,October 04 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,123,98,140,70,60,94,110,77,124,102,86,140,126,76,156,108,79,146,142,103,178
1:00,76,70,60,51,44,60,41,25,50,37,35,51,49,47,68,47,32,52,57,53,68
2:00,43,41,50,23,25,45,35,30,59,35,34,50,34,32,70,46,42,78,33,31,56
3:00,37,40,47,28,25,61,35,34,64,38,37,75,38,38,74,31,36,77,33,39,49
4:00,36,28,41,63,87,176,74,75,174,79,78,190,80,72,181,70,69,163,43,41,73
5:00,48,37,85,213,252,577,221,276,579,227,290,573,241,256,588,195,255,547,78,74,165
6:00,86,74,128,492,531,829,557,548,821,553,549,861,517,538,811,477,523,772,155,109,228
7:00,196,127,199,758,769,873,712,804,906,768,795,880,758,825,892,722,769,828,271,205,324
8:00,220,159,223,740,836,774,784,822,810,778,827,774,786,871,777,753,828,784,347,268,415
9:00,285,246,278,613,617,659,684,707,648,668,636,652,679,715,639,646,627,688,460,386,561
10:00,435,373,445,510,543,549,620,632,532,561,538,533,669,594,568,656,617,550,513,485,538
11:00,422,407,467,445,407,463,418,407,493,530,535,505,539,513,499,572,600,495,533,531,518
12:00,453,452,497,409,416,469,463,436,323,460,415,365,478,494,493,513,536,477,546,564,455
13:00,485,516,458,414,431,459,449,463,469,477,508,476,460,485,460,515,514,502,535,595,470
14:00,428,479,468,421,469,539,450,518,512,416,501,555,459,526,503,486,590,543,516,578,505
15:00,407,454,452,469,501,487,454,544,516,466,600,554,460,587,522,472,559,537,447,535,486
16:00,356,436,453,498,546,504,484,587,559,440,574,552,461,602,574,447,648,566,444,515,488
17:00,356,493,609,405,515,472,427,552,534,427,604,637,430,608,632,376,669,696,455,629,693
18:00,381,436,517,374,427,468,414,523,493,447,513,500,416,526,480,435,566,603,469,538,614
19:00,358,346,395,336,306,351,371,406,403,414,398,456,354,383,419,463,548,487,411,398,443
20:00,308,284,336,257,263,320,318,310,334,294,273,345,240,254,287,344,347,415,334,302,401
21:00,216,229,268,208,197,222,177,210,251,215,199,271,226,201,266,251,229,294,258,226,250
22:00,157,155,219,155,141,218,155,150,221,155,134,200,175,166,217,215,196,240,193,186,250
23:00,120,104,126,134,90,140,136,91,160,118,97,166,130,105,148,183,141,200,167,148,182
TOTAL,6032,6084,6961,8086,8498,9809,8589,9227,10035,8705,9256,10361,8805,9514,10324,9023,10020,10740,7440,7539,8410
