176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 25 2014,,May 26 2014,,May 27 2014,,May 28 2014,,May 29 2014,,May 30 2014,,May 31 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,155,107,117,86,119,61,134,68,115,61,128,82,176,131
1:00,111,63,80,46,68,24,65,27,75,36,83,46,139,84
2:00,76,51,43,28,39,21,53,15,51,28,57,24,82,39
3:00,67,23,30,26,31,16,43,10,30,13,28,18,53,30
4:00,34,23,33,18,34,11,40,15,32,22,53,15,39,22
5:00,35,13,20,16,55,21,59,30,60,29,56,27,45,20
6:00,46,24,43,35,117,60,122,67,137,71,133,78,81,31
7:00,79,42,86,48,226,150,221,176,240,163,265,182,139,69
8:00,130,66,143,59,262,197,298,257,319,245,319,266,242,136
9:00,158,93,162,110,301,243,362,277,372,253,364,313,330,216
10:00,279,157,247,170,337,283,333,268,337,276,395,334,397,272
11:00,345,242,329,213,344,279,353,289,369,272,388,297,448,319
12:00,439,279,383,285,406,300,403,331,441,324,481,374,496,382
13:00,500,351,448,352,429,323,450,323,452,355,496,402,586,470
14:00,488,339,491,350,477,371,459,365,471,331,527,435,590,472
15:00,493,392,514,373,486,438,505,448,546,469,579,523,611,470
16:00,451,322,500,368,667,640,694,644,667,578,701,645,636,453
17:00,469,319,549,354,818,766,700,715,768,779,785,764,578,454
18:00,441,317,468,326,826,846,803,745,818,800,824,739,598,411
19:00,355,278,384,266,677,603,687,549,665,568,710,571,560,359
20:00,310,208,335,217,471,313,443,324,469,349,505,412,415,323
21:00,271,189,286,183,407,265,377,274,394,297,472,342,398,272
22:00,226,152,240,153,291,207,306,215,296,241,350,275,343,242
23:00,174,109,164,95,175,97,188,109,201,129,273,209,251,172
TOTAL,6132,4159,6095,4177,8063,6535,8098,6541,8325,6689,8972,7373,8233,5849
