176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 25 2014,,May 26 2014,,May 27 2014,,May 28 2014,,May 29 2014,,May 30 2014,,May 31 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,129,71,80,62,85,76,102,111,107,106,126,103,154,124
1:00,70,43,63,26,35,21,66,37,56,32,85,55,102,72
2:00,56,17,41,14,19,12,35,17,48,21,46,23,69,29
3:00,32,20,29,18,19,9,41,22,39,14,36,19,52,26
4:00,28,25,29,28,43,49,46,61,57,59,42,49,27,27
5:00,22,13,41,16,130,90,141,107,133,104,133,96,49,44
6:00,73,42,89,32,314,326,341,337,336,365,302,320,144,112
7:00,52,24,78,40,288,306,296,346,301,306,268,275,104,63
8:00,49,28,66,39,272,228,307,235,272,246,277,235,100,45
9:00,77,31,71,47,254,156,247,193,230,212,241,183,123,92
10:00,96,62,87,51,225,162,251,167,227,169,224,154,211,115
11:00,113,96,143,88,206,164,255,186,228,157,243,173,227,152
12:00,147,106,173,127,248,211,251,211,262,217,290,224,287,203
13:00,203,136,216,137,305,272,313,244,291,268,312,257,314,204
14:00,239,180,222,189,323,340,339,308,328,335,365,340,314,272
15:00,271,167,246,184,396,401,382,395,394,385,424,416,351,290
16:00,248,156,272,190,421,398,465,376,450,402,436,384,345,217
17:00,239,168,248,163,490,448,490,439,524,435,491,449,334,225
18:00,243,150,256,178,554,498,546,463,532,449,549,443,321,222
19:00,202,141,197,128,446,370,411,342,442,349,399,315,270,222
20:00,186,131,188,141,271,238,275,209,291,225,296,233,233,169
21:00,137,100,175,115,256,162,212,171,266,211,246,201,230,146
22:00,124,100,159,105,177,144,194,164,202,165,218,155,221,129
23:00,102,79,135,114,156,139,138,144,165,138,179,159,176,147
TOTAL,3138,2086,3304,2232,5933,5220,6144,5285,6181,5370,6228,5261,4758,3347
