112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 21 2014,,September 22 2014,,September 23 2014,,September 24 2014,,September 25 2014,,September 26 2014,,September 27 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,73,73,36,46,30,49,41,56,47,38,53,46,74,64
1:00,45,60,18,22,30,33,33,32,14,21,19,32,44,50
2:00,38,40,8,15,12,14,12,20,15,14,10,27,35,29
3:00,31,21,6,12,9,20,9,20,9,12,14,12,24,26
4:00,12,13,7,13,8,11,15,15,12,17,11,13,18,20
5:00,14,14,18,27,21,32,19,27,16,35,25,33,11,25
6:00,17,17,54,56,64,69,57,49,66,55,65,46,26,21
7:00,14,24,106,111,96,113,124,121,106,118,114,117,42,38
8:00,48,80,145,159,152,151,127,157,155,170,146,162,69,87
9:00,91,207,181,188,191,193,176,174,169,176,190,204,120,161
10:00,239,357,224,247,221,219,191,227,203,221,218,221,206,278
11:00,265,290,238,261,221,261,226,255,202,234,229,270,219,285
12:00,288,324,252,327,239,285,246,287,245,286,276,299,236,317
13:00,336,376,263,329,269,285,267,275,246,313,273,310,177,352
14:00,307,339,280,301,279,310,265,291,195,311,279,341,114,316
15:00,229,249,162,166,279,320,293,337,272,356,287,363,260,330
16:00,213,265,334,379,347,362,364,373,231,372,358,393,352,338
17:00,165,210,336,308,420,447,400,455,404,452,365,368,301,323
18:00,254,293,450,392,461,476,440,448,461,454,456,440,260,312
19:00,220,234,328,328,363,369,342,343,361,375,332,340,251,272
20:00,166,214,188,208,221,219,214,241,202,271,224,297,218,248
21:00,145,163,186,173,189,183,168,192,165,162,151,172,145,183
22:00,90,81,117,107,105,128,128,135,106,111,137,158,124,131
23:00,53,59,51,56,77,73,73,68,71,70,109,118,97,105
TOTAL,3353,4003,3988,4231,4304,4622,4230,4598,3973,4644,4341,4782,3423,4311
