176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 29 2014,,June 30 2014,,July 01 2014,,July 02 2014,,July 03 2014,,July 04 2014,,July 05 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,166,141,133,73,139,70,137,82,156,90,206,145,422,323
1:00,118,85,77,42,80,51,92,48,100,51,126,79,236,175
2:00,81,42,50,21,62,16,70,22,65,41,90,45,111,58
3:00,79,41,28,13,42,19,54,27,45,17,72,35,58,29
4:00,48,27,41,12,46,14,45,21,46,24,27,20,35,21
5:00,36,9,55,29,61,19,57,29,61,25,40,11,24,18
6:00,56,25,136,57,145,68,141,48,119,49,60,30,42,25
7:00,88,35,273,116,242,120,211,125,199,116,115,44,77,32
8:00,161,72,277,197,294,177,288,167,269,191,193,89,122,47
9:00,213,113,300,212,311,221,279,193,305,223,283,130,198,130
10:00,279,177,300,226,349,261,324,210,363,255,336,194,275,173
11:00,337,291,375,263,389,301,370,241,425,304,422,260,357,231
12:00,454,303,434,317,460,351,450,354,465,369,461,288,399,256
13:00,486,363,478,349,444,339,473,339,539,409,479,335,471,347
14:00,483,346,458,363,464,369,488,398,576,421,509,355,452,352
15:00,505,412,507,408,541,430,533,459,619,490,532,357,437,319
16:00,540,383,615,514,612,508,600,595,734,613,603,381,442,303
17:00,487,362,770,690,760,698,704,720,704,613,570,395,460,333
18:00,468,342,786,729,839,750,705,669,744,647,490,324,476,319
19:00,406,280,692,532,687,587,658,552,636,472,434,242,402,282
20:00,409,258,516,346,503,360,516,379,486,359,370,229,388,274
21:00,312,195,398,278,369,286,432,313,461,275,296,198,329,223
22:00,238,172,344,234,338,219,333,259,332,242,221,129,257,193
23:00,205,109,227,152,247,165,274,186,264,197,217,149,219,157
TOTAL,6655,4583,8270,6173,8424,6399,8234,6436,8713,6493,7152,4464,6689,4620
