176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 29 2014,,June 30 2014,,July 01 2014,,July 02 2014,,July 03 2014,,July 04 2014,,July 05 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,130,96,91,96,107,113,129,117,122,100,141,83,221,139
1:00,104,39,67,28,53,38,64,38,71,47,105,61,137,94
2:00,62,27,42,19,37,22,38,26,42,27,65,36,71,31
3:00,49,29,26,16,55,19,41,25,40,28,41,23,49,19
4:00,26,27,54,50,47,47,55,56,54,30,34,15,22,16
5:00,40,40,126,84,130,114,130,109,122,97,34,26,22,14
6:00,77,94,314,345,314,338,321,331,280,318,68,74,62,53
7:00,75,62,255,269,267,273,248,261,233,258,82,43,65,37
8:00,71,39,294,222,301,224,278,236,268,200,83,58,58,27
9:00,70,51,220,141,215,152,230,155,187,157,85,55,82,44
10:00,104,71,204,162,208,153,193,137,183,162,115,72,92,70
11:00,152,86,232,165,211,142,210,170,231,170,156,90,155,94
12:00,186,137,302,209,240,185,274,228,286,224,220,143,175,132
13:00,223,171,319,277,303,251,287,261,335,280,239,153,228,163
14:00,244,227,333,317,318,326,312,286,333,332,266,191,252,184
15:00,274,198,375,390,382,377,374,376,379,347,279,195,258,170
16:00,252,160,425,394,448,380,412,416,460,364,287,184,253,175
17:00,282,185,470,422,507,445,460,436,476,412,294,190,249,180
18:00,286,210,519,475,545,442,511,510,499,395,271,169,258,171
19:00,222,163,415,358,444,359,398,374,391,337,212,137,227,167
20:00,208,168,302,238,281,227,323,256,314,248,200,122,188,144
21:00,166,122,247,171,248,190,265,185,271,182,170,124,192,137
22:00,148,99,202,153,182,141,228,186,213,147,112,74,163,114
23:00,118,111,159,131,166,139,189,134,201,106,144,75,156,83
TOTAL,3569,2612,5993,5132,6009,5097,5970,5309,5991,4968,3703,2393,3635,2458
