176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 29 2014,,June 30 2014,,July 01 2014,,July 02 2014,,July 03 2014,,July 04 2014,,July 05 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,98,80,66,64,80,96,89,87,75,73,123,114,199,204
1:00,52,60,28,46,39,40,33,44,50,47,49,70,109,125
2:00,51,42,23,17,17,31,17,28,21,25,36,35,60,39
3:00,24,24,20,23,17,23,23,19,21,21,28,24,18,23
4:00,5,25,10,17,12,14,6,19,12,13,21,11,15,11
5:00,5,17,30,33,26,34,26,28,14,19,9,17,10,19
6:00,17,32,125,156,115,150,118,145,80,105,25,30,15,28
7:00,41,31,169,241,187,242,167,249,131,163,33,52,21,23
8:00,50,80,179,202,191,211,178,230,158,194,54,71,52,53
9:00,111,110,165,162,174,190,187,195,149,192,89,92,86,77
10:00,152,157,177,163,169,175,156,161,152,186,145,150,130,127
11:00,175,206,169,186,185,209,166,207,196,230,188,221,168,148
12:00,194,204,193,232,216,265,214,221,196,273,246,254,162,199
13:00,219,272,238,268,252,261,221,268,265,295,246,286,239,244
14:00,274,304,241,285,241,251,235,254,284,331,253,284,241,246
15:00,256,270,265,285,280,313,297,315,331,343,257,274,242,278
16:00,255,271,323,342,314,364,337,349,346,399,272,297,251,280
17:00,242,285,367,382,336,379,364,353,343,400,258,288,255,283
18:00,287,282,332,381,337,389,362,389,388,433,219,260,238,257
19:00,215,251,299,365,324,385,327,374,283,322,212,224,191,240
20:00,176,195,231,321,244,312,245,372,258,294,190,171,197,231
21:00,144,195,197,255,185,262,200,244,243,280,131,160,165,193
22:00,113,127,151,175,159,196,194,197,181,218,123,113,147,161
23:00,92,92,131,125,130,160,136,137,144,178,124,129,123,119
TOTAL,3248,3612,4129,4726,4230,4952,4298,4885,4321,5034,3331,3627,3334,3608
