176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 18 2014,,May 19 2014,,May 20 2014,,May 21 2014,,May 22 2014,,May 23 2014,,May 24 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,202,113,128,75,107,67,116,67,134,74,135,88,198,128
1:00,137,69,58,40,67,31,81,43,76,49,96,50,110,80
2:00,117,61,36,15,44,15,55,16,45,22,65,22,81,41
3:00,74,35,30,15,31,16,34,12,32,8,35,18,71,42
4:00,66,30,36,8,50,13,52,9,44,12,45,22,27,19
5:00,40,28,58,19,62,22,55,24,69,26,56,17,46,17
6:00,66,21,142,67,131,52,126,77,140,67,134,57,57,33
7:00,90,45,243,166,275,182,245,181,276,164,264,159,96,57
8:00,145,54,347,233,337,230,307,233,313,234,305,218,168,80
9:00,225,84,190,128,357,277,316,274,346,273,364,282,271,169
10:00,310,197,360,292,368,261,369,267,368,295,374,299,332,247
11:00,401,275,64,63,368,248,138,106,424,321,383,299,404,310
12:00,460,324,465,468,421,296,228,172,442,363,448,350,468,343
13:00,556,406,455,329,463,342,445,374,492,358,506,406,452,303
14:00,555,432,454,384,464,381,519,418,497,398,535,428,494,361
15:00,507,411,505,449,512,430,672,591,534,481,566,479,505,378
16:00,532,389,704,607,687,646,806,729,708,602,696,609,543,403
17:00,460,316,774,733,782,713,818,761,765,731,693,616,516,338
18:00,440,310,808,756,835,776,704,563,777,740,705,573,498,346
19:00,415,288,713,543,631,539,462,349,677,538,490,476,390,298
20:00,357,256,483,306,467,350,435,329,496,362,473,335,411,259
21:00,296,190,363,254,427,317,306,199,404,281,421,277,364,238
22:00,245,163,269,195,290,202,207,141,314,233,348,227,335,221
23:00,163,86,162,113,208,111,7496,5935,207,121,267,186,249,161
