176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 18 2014,,May 19 2014,,May 20 2014,,May 21 2014,,May 22 2014,,May 23 2014,,May 24 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,148,76,89,97,89,87,103,114,112,111,112,94,128,79
1:00,79,50,47,27,68,30,47,34,74,38,78,37,87,52
2:00,51,30,16,9,35,21,48,18,56,23,48,21,37,33
3:00,44,32,26,18,37,12,46,14,42,16,38,24,39,21
4:00,35,27,32,33,47,53,42,39,40,43,32,38,32,25
5:00,31,35,141,103,139,109,135,95,132,103,109,99,38,17
6:00,69,100,310,343,306,346,332,346,316,448,242,290,98,74
7:00,62,62,304,340,301,330,312,317,318,329,243,298,81,43
8:00,50,26,282,243,287,227,264,246,257,232,252,191,73,49
9:00,66,40,216,306,223,158,235,173,228,183,192,166,93,63
10:00,116,56,436,504,228,160,200,140,226,174,215,158,120,100
11:00,122,78,22,24,217,176,72,63,237,192,233,194,144,129
12:00,175,123,264,198,272,231,151,151,242,232,287,208,203,165
13:00,214,180,331,237,327,263,308,316,279,264,297,257,235,192
14:00,279,212,319,330,333,323,400,424,326,323,355,325,266,183
15:00,298,231,420,397,394,417,436,381,394,421,392,397,232,188
16:00,295,216,449,405,451,414,523,460,461,377,411,374,271,189
17:00,262,179,505,480,522,491,542,467,524,458,416,409,262,189
18:00,253,170,559,490,538,476,412,337,527,441,516,425,279,202
19:00,245,169,407,369,429,374,294,220,390,347,354,296,246,192
20:00,217,143,270,207,304,230,256,200,311,231,275,225,205,167
21:00,152,138,211,154,280,197,202,173,281,216,216,172,180,125
22:00,130,98,188,145,216,157,165,150,219,164,195,140,184,113
23:00,116,136,135,152,131,152,5525,4878,151,141,165,111,142,102
