176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 18 2014,,May 19 2014,,May 20 2014,,May 21 2014,,May 22 2014,,May 23 2014,,May 24 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,123,114,54,53,50,66,65,79,71,84,77,90,79,109
1:00,57,70,28,21,33,41,29,33,34,45,43,55,60,75
2:00,33,33,16,18,18,23,13,23,30,18,16,23,38,34
3:00,26,25,10,18,7,22,12,30,15,30,22,23,20,29
4:00,18,30,11,16,19,21,16,15,14,13,9,21,18,15
5:00,17,27,38,50,24,45,23,38,25,43,11,22,11,17
6:00,20,28,96,183,87,166,100,153,112,153,54,75,19,28
7:00,34,49,217,274,192,292,216,277,213,262,144,202,21,44
8:00,61,88,230,308,243,299,230,299,246,298,186,250,65,78
9:00,99,118,96,123,203,243,204,254,209,259,176,223,91,129
10:00,152,169,184,205,172,204,183,197,197,195,191,212,161,178
11:00,206,230,26,23,184,186,59,53,206,228,187,243,200,242
12:00,214,250,212,233,224,263,114,140,230,253,222,265,218,264
13:00,254,309,398,579,239,257,225,257,279,256,235,283,235,311
14:00,262,278,206,275,211,239,282,298,243,290,280,341,231,281
15:00,293,326,285,308,262,295,323,369,282,313,294,354,276,310
16:00,261,269,321,346,349,360,374,403,325,368,365,398,245,323
17:00,231,261,332,360,362,365,320,399,344,401,359,418,238,316
18:00,236,291,321,386,343,396,311,355,333,384,353,359,243,313
19:00,240,244,286,360,307,366,220,246,275,363,317,413,197,277
20:00,195,196,195,261,210,258,176,235,229,280,234,303,190,235
21:00,130,181,188,215,193,227,130,173,190,228,208,240,152,219
22:00,134,125,152,154,152,173,120,86,166,179,179,196,138,171
23:00,81,83,87,92,89,106,3745,4412,96,103,142,139,126,147
