112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 24 2014,,August 25 2014,,August 26 2014,,August 27 2014,,August 28 2014,,August 29 2014,,August 30 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,70,65,41,60,62,54,51,69,57,68,45,63,61,77
1:00,42,47,29,34,29,37,29,29,31,33,34,46,48,54
2:00,29,36,17,19,15,27,20,27,15,24,26,35,41,45
3:00,19,35,11,21,5,21,9,12,13,22,16,25,27,31
4:00,28,18,9,10,13,14,8,13,21,10,10,16,17,19
5:00,16,15,7,32,21,24,16,36,23,29,19,28,12,21
6:00,13,17,41,45,63,56,63,66,61,53,47,60,21,20
7:00,21,42,87,106,102,121,103,128,95,111,91,98,40,45
8:00,44,52,120,157,133,161,129,151,155,155,124,158,66,94
9:00,66,108,121,199,151,176,154,167,146,165,146,203,113,140
10:00,115,154,177,212,161,241,192,195,222,216,181,254,214,213
11:00,223,234,207,258,207,273,218,247,222,238,263,294,252,285
12:00,249,280,275,276,233,282,260,297,239,260,310,351,248,323
13:00,317,353,295,279,286,327,285,311,280,337,318,379,284,313
14:00,301,315,318,272,285,335,267,294,290,327,328,344,295,351
15:00,260,330,276,294,300,326,291,301,309,320,324,345,281,322
16:00,253,319,333,371,336,396,316,381,246,263,350,383,256,319
17:00,227,268,410,430,390,400,429,433,409,248,364,392,262,320
18:00,237,270,434,417,458,450,430,425,431,419,382,393,226,283
19:00,185,208,279,330,343,387,343,347,341,357,307,357,214,260
20:00,158,206,193,247,215,256,232,283,226,255,233,272,152,171
21:00,125,165,144,182,182,204,221,235,165,170,174,222,158,169
22:00,111,116,114,149,125,138,123,138,119,132,135,133,90,118
23:00,65,92,62,82,84,91,77,96,95,92,91,105,90,98
TOTAL,3174,3745,4000,4482,4199,4797,4266,4681,4211,4304,4318,4956,3468,4091
