112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 24 2014,,,August 25 2014,,,August 26 2014,,,August 27 2014,,,August 28 2014,,,August 29 2014,,,August 30 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,153,110,169,97,82,123,110,89,145,115,81,146,105,102,171,130,102,170,142,103,143
1:00,80,74,100,28,46,61,53,54,58,57,51,66,51,45,64,44,49,61,74,66,65
2:00,40,47,42,36,30,47,40,33,63,52,36,50,50,38,51,52,50,48,52,36,53
3:00,30,31,46,29,25,69,37,42,75,33,31,85,35,25,78,35,48,74,29,23,48
4:00,32,42,53,54,63,192,61,70,175,90,86,174,84,71,177,73,64,169,38,26,65
5:00,45,45,96,205,251,558,197,241,563,211,241,568,206,238,560,173,206,498,65,63,116
6:00,91,86,157,500,522,782,530,569,796,502,552,797,481,584,780,394,470,718,119,126,200
7:00,183,122,227,679,732,832,781,779,843,723,771,845,719,766,865,622,633,807,207,136,245
8:00,164,148,230,850,845,796,843,818,788,820,846,785,741,821,757,718,756,764,265,219,324
9:00,278,197,289,685,662,671,757,707,653,654,722,660,618,618,647,578,568,645,357,326,433
10:00,415,359,451,573,524,543,636,549,563,563,539,596,529,546,535,598,571,576,412,395,434
11:00,466,433,527,539,495,500,523,516,540,518,557,499,527,504,435,586,527,542,455,464,488
12:00,443,438,479,465,542,450,493,492,467,481,517,504,594,609,347,550,544,486,452,528,357
13:00,488,502,484,459,510,466,465,511,513,484,507,457,457,471,452,535,536,510,504,597,405
14:00,489,517,479,501,562,512,485,536,506,461,534,523,471,594,476,537,569,534,493,611,383
15:00,407,454,471,503,560,507,493,534,542,461,551,541,479,585,513,518,582,488,432,502,406
16:00,401,462,515,464,624,605,485,571,592,413,594,567,463,598,595,456,557,527,430,506,359
17:00,377,435,507,432,566,597,427,553,590,381,578,566,419,629,548,406,506,474,383,460,389
18:00,335,369,414,362,524,525,359,557,528,367,542,556,431,533,539,394,537,521,370,408,391
19:00,293,300,357,365,420,427,370,435,485,368,446,479,398,445,493,453,456,475,349,369,380
20:00,254,299,347,281,298,330,296,284,338,303,314,343,308,297,369,341,364,351,285,274,323
21:00,234,202,270,229,228,277,234,238,279,270,240,290,254,236,287,269,270,313,230,219,275
22:00,213,153,210,174,167,245,190,170,240,178,183,260,185,187,235,257,207,249,222,190,248
23:00,120,114,168,135,102,165,139,118,138,162,117,177,156,144,172,172,145,164,156,151,179
TOTAL,6031,5939,7088,8645,9380,10280,9004,9466,10480,8667,9636,10534,8761,9686,10146,8891,9317,10164,6521,6798,6709
