112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 24 2014,,August 25 2014,,August 26 2014,,August 27 2014,,August 28 2014,,August 29 2014,,August 30 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,42,62,12,33,32,47,49,61,36,36,30,42,34,50
1:00,27,30,11,20,17,28,15,12,21,30,18,23,26,47
2:00,13,20,10,11,16,17,11,13,15,24,11,13,15,25
3:00,10,18,5,3,6,3,4,9,9,9,15,15,14,16
4:00,11,7,10,14,4,12,7,16,6,16,9,17,10,13
5:00,6,10,16,38,17,41,19,38,14,32,20,24,10,19
6:00,7,11,49,69,58,85,56,78,54,72,37,64,13,15
7:00,12,34,105,153,132,157,124,162,139,170,120,154,35,35
8:00,41,83,172,238,168,200,211,322,179,224,166,247,48,93
9:00,64,160,125,205,147,204,310,459,170,194,144,205,71,168
10:00,90,181,145,220,155,245,154,208,135,210,142,230,136,210
11:00,122,238,156,239,159,236,159,249,164,237,182,290,144,298
12:00,139,273,169,279,159,314,179,304,190,308,193,366,162,324
13:00,136,308,194,312,189,327,206,331,194,346,237,387,192,318
14:00,198,329,203,308,175,326,215,301,200,325,254,370,204,337
15:00,197,309,214,288,198,308,221,308,209,318,231,361,190,302
16:00,154,270,208,308,250,322,233,313,236,322,290,380,210,315
17:00,176,230,226,314,241,312,235,311,223,297,292,383,170,287
18:00,149,234,224,299,216,286,242,286,204,318,220,345,145,262
19:00,125,206,162,242,202,289,199,289,197,305,187,284,141,226
20:00,112,178,132,159,171,223,154,232,137,233,165,243,106,167
21:00,87,121,103,150,130,164,120,199,119,178,114,193,95,145
22:00,53,106,69,94,72,102,80,122,83,98,76,134,69,102
23:00,48,44,65,64,41,61,43,56,58,74,55,84,54,94
TOTAL,2019,3462,2785,4060,2955,4309,3246,4679,2992,4376,3208,4854,2294,3868
