112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,July 20 2014,,,July 21 2014,,,July 22 2014,,,July 23 2014,,,July 24 2014,,,July 25 2014,,,July 26 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,154,104,185,86,66,102,117,82,138,114,93,135,108,93,132,112,96,165,179,132,166
1:00,82,83,83,54,48,51,55,52,65,54,57,62,47,49,59,64,40,67,75,68,68
2:00,43,38,59,33,28,51,38,30,57,28,32,58,41,45,53,40,42,67,56,60,51
3:00,34,39,42,31,24,50,33,26,60,32,35,74,37,25,64,43,41,73,37,37,59
4:00,33,24,43,63,62,141,64,62,183,63,69,179,69,75,197,69,63,173,37,40,74
5:00,44,40,76,202,259,549,210,251,541,207,241,523,201,227,529,196,225,477,77,72,143
6:00,91,68,132,460,488,789,529,530,810,491,546,800,488,523,790,441,517,734,127,116,238
7:00,173,121,178,705,745,836,769,761,860,722,761,824,721,778,874,739,710,845,249,234,347
8:00,177,112,228,861,863,768,756,790,782,716,801,755,755,784,754,948,874,762,383,351,436
9:00,247,228,292,701,680,626,639,609,643,620,613,626,630,650,646,695,678,637,538,432,530
10:00,422,368,445,548,535,535,523,515,533,479,476,546,476,506,593,588,626,551,538,519,535
11:00,460,409,506,485,500,507,474,430,507,465,436,498,527,506,517,543,554,507,580,549,552
12:00,463,421,504,455,446,477,482,468,490,449,431,446,464,492,466,518,573,497,540,577,481
13:00,487,504,467,500,459,474,492,507,498,445,513,442,463,492,477,506,542,503,556,575,492
14:00,459,506,467,463,491,498,446,470,513,474,520,508,505,558,507,529,598,533,493,509,525
15:00,421,441,442,507,591,564,505,470,518,503,521,479,501,551,498,454,574,541,453,477,500
16:00,399,399,447,506,575,563,490,522,551,430,486,470,492,570,537,478,603,537,427,455,527
17:00,372,394,439,447,555,575,487,544,504,473,540,538,466,574,525,424,608,542,464,520,500
18:00,354,344,418,382,493,539,382,489,517,391,445,497,431,510,514,397,562,543,409,458,541
19:00,379,331,390,360,379,498,355,406,457,363,361,388,402,428,469,417,448,547,379,413,484
20:00,243,261,308,275,275,356,270,295,372,261,279,289,290,270,309,318,365,352,302,332,375
21:00,206,202,270,221,248,262,226,237,280,212,220,266,212,247,257,255,251,311,257,259,323
22:00,164,181,223,185,155,250,184,186,236,194,204,233,204,183,242,229,231,280,250,263,283
23:00,144,136,141,147,128,181,155,122,146,149,118,156,162,109,173,185,155,182,200,186,228
TOTAL,6051,5754,6785,8677,9093,10242,8681,8854,10261,8335,8798,9792,8692,9245,10182,9188,9976,10426,7606,7634,8458
