112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 20 2014,,July 21 2014,,July 22 2014,,July 23 2014,,July 24 2014,,July 25 2014,,July 26 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,95,72,52,41,61,63,70,75,46,68,56,49,73,95
1:00,44,48,27,25,33,33,37,41,24,33,31,45,46,52
2:00,36,44,14,24,12,20,19,20,26,19,18,27,46,34
3:00,28,43,15,19,15,17,10,14,13,16,10,15,18,29
4:00,15,13,11,12,15,8,14,15,5,11,7,22,19,23
5:00,12,12,14,26,13,26,14,32,16,30,18,33,16,21
6:00,14,19,43,52,71,45,49,47,55,34,57,40,25,25
7:00,27,25,102,132,100,130,107,106,104,114,84,127,45,71
8:00,34,50,120,163,138,157,128,144,123,159,120,151,71,111
9:00,72,98,132,217,130,173,148,196,154,204,150,183,126,135
10:00,123,157,184,217,160,234,163,196,191,200,175,228,195,224
11:00,191,223,214,263,218,253,207,230,212,254,230,265,218,273
12:00,201,294,242,307,207,313,234,287,246,241,209,262,278,322
13:00,272,354,261,283,227,324,253,322,272,271,317,365,295,294
14:00,268,338,281,258,254,323,262,303,299,321,295,258,277,333
15:00,262,327,305,272,291,326,268,307,287,329,359,276,274,327
16:00,279,324,299,313,320,384,326,362,341,322,338,249,289,311
17:00,255,325,351,400,390,401,396,411,384,421,433,445,268,303
18:00,234,272,425,420,445,461,428,398,442,428,427,446,256,293
19:00,201,245,313,384,301,338,338,331,341,356,322,372,202,271
20:00,158,177,203,265,243,253,229,260,212,262,226,286,187,264
21:00,148,159,175,191,185,201,175,178,168,176,173,194,169,203
22:00,112,101,130,119,141,146,110,131,141,124,147,174,138,172
23:00,79,87,76,99,83,104,108,71,90,95,118,123,114,130
TOTAL,3160,3807,3989,4502,4053,4733,4093,4477,4192,4488,4320,4635,3645,4316
