112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,April 06 2014,,April 07 2014,,April 08 2014,,April 09 2014,,April 10 2014,,April 11 2014,,April 12 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,70,62,46,41,49,58,43,68,43,60,53,73,83,93
1:00,43,53,20,27,37,32,29,34,27,34,24,34,48,44
2:00,33,36,9,13,15,18,9,15,12,14,14,20,33,37
3:00,21,28,5,16,6,17,4,12,9,17,12,17,26,28
4:00,10,18,7,11,6,9,12,14,11,8,7,10,17,12
5:00,19,14,14,27,17,21,14,28,13,19,19,27,7,11
6:00,15,16,38,45,53,43,47,47,52,50,48,54,12,17
7:00,21,19,103,105,118,129,116,109,116,125,108,132,32,45
8:00,50,75,138,171,122,151,134,163,144,143,115,178,91,131
9:00,78,118,165,212,167,188,170,177,164,200,144,197,141,254
10:00,136,204,226,240,201,228,218,229,201,226,215,254,311,375
11:00,201,239,236,269,199,261,227,257,252,298,235,314,276,254
12:00,227,252,299,296,248,294,254,323,243,278,304,345,267,323
13:00,282,376,282,325,276,312,276,318,284,352,322,357,344,393
14:00,286,344,266,345,257,318,265,297,257,314,318,354,301,352
15:00,285,318,324,352,307,327,314,325,308,323,306,354,315,375
16:00,239,316,340,363,346,352,305,338,337,377,395,425,291,349
17:00,254,277,400,431,421,421,407,327,468,460,454,361,331,385
18:00,259,275,466,452,465,464,486,445,494,455,439,415,328,358
19:00,190,215,327,354,347,335,369,362,479,465,377,393,234,281
20:00,173,184,218,248,236,246,238,265,234,261,253,272,180,227
21:00,140,167,198,213,158,165,189,209,156,196,165,191,225,236
22:00,79,75,109,127,100,127,114,140,131,138,151,169,113,137
23:00,53,69,73,71,85,70,78,84,84,71,85,128,103,127
TOTAL,3164,3750,4309,4754,4236,4586,4318,4586,4519,4884,4563,5074,4109,4844
