176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 21 2014,,September 22 2014,,September 23 2014,,September 24 2014,,September 25 2014,,September 26 2014,,September 27 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,138,103,68,80,97,91,83,86,102,104,118,110,143,113
1:00,93,50,51,18,51,28,53,34,52,20,62,31,85,45
2:00,63,30,38,13,56,21,37,29,38,27,35,28,66,32
3:00,36,21,30,11,35,17,32,24,29,26,32,23,45,29
4:00,27,13,32,36,34,41,39,42,44,49,48,39,32,25
5:00,36,42,106,93,104,111,114,124,108,109,91,93,39,44
6:00,68,77,248,303,273,327,266,299,268,300,229,283,93,74
7:00,62,56,317,312,294,310,323,298,293,296,258,286,77,56
8:00,56,38,299,265,291,255,297,238,286,228,295,227,101,51
9:00,65,55,233,172,244,163,223,183,244,196,217,199,132,71
10:00,115,71,203,144,207,152,198,157,209,148,201,152,152,97
11:00,152,98,251,175,228,171,214,155,214,171,227,162,228,152
12:00,174,115,264,196,265,214,250,207,230,181,230,199,257,179
13:00,262,178,283,241,266,214,301,251,280,228,301,218,287,220
14:00,269,212,309,314,303,300,324,316,328,318,357,327,292,235
15:00,230,186,360,377,361,377,399,388,407,398,389,416,353,299
16:00,235,169,471,421,450,373,453,380,480,432,430,373,332,257
17:00,194,138,492,443,491,410,498,436,474,429,490,431,292,241
18:00,281,202,557,492,506,403,499,438,541,449,521,449,336,232
19:00,282,200,429,369,411,335,423,359,420,363,455,354,284,203
20:00,271,171,291,232,310,269,295,225,323,250,303,250,246,174
21:00,219,142,222,159,222,179,232,176,218,163,261,146,224,159
22:00,151,111,164,118,179,129,196,152,194,153,218,134,198,131
23:00,136,126,128,136,129,130,132,146,133,138,184,131,196,130
TOTAL,3615,2604,5846,5120,5807,5020,5881,5143,5915,5176,5952,5061,4490,3249
