176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 21 2014,,September 22 2014,,September 23 2014,,September 24 2014,,September 25 2014,,September 26 2014,,September 27 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,140,117,58,70,47,75,73,68,72,64,69,64,93,105
1:00,69,77,26,28,32,40,32,45,44,49,40,47,63,73
2:00,33,31,6,10,19,18,43,53,25,34,28,35,27,38
3:00,29,30,18,10,22,16,15,22,15,21,18,24,14,32
4:00,17,18,10,17,9,13,11,14,13,15,17,16,11,24
5:00,11,20,38,44,33,46,22,40,39,53,39,38,26,22
6:00,31,23,120,171,125,172,122,142,112,143,110,150,27,28
7:00,38,43,223,266,214,268,207,291,204,257,210,253,50,61
8:00,59,55,245,274,263,311,242,284,270,323,253,296,94,88
9:00,113,123,220,231,217,254,227,242,226,255,240,250,113,117
10:00,165,171,172,214,188,187,162,196,199,220,191,175,152,189
11:00,201,221,187,204,166,196,175,193,181,180,205,195,209,225
12:00,231,226,210,220,192,228,192,180,217,198,207,214,262,268
13:00,253,303,214,245,200,243,196,227,219,241,234,266,249,301
14:00,310,303,238,262,260,245,244,249,228,250,281,279,322,312
15:00,214,221,289,289,291,306,275,337,293,290,311,326,384,335
16:00,262,242,346,326,342,372,354,370,387,360,362,402,353,331
17:00,211,214,377,406,366,375,407,383,371,410,371,408,348,301
18:00,280,329,320,371,353,358,357,381,357,389,366,401,300,342
19:00,236,289,319,322,285,297,334,403,272,316,335,352,271,317
20:00,252,246,226,289,273,268,231,278,251,258,246,282,254,277
21:00,189,192,176,208,215,220,198,245,214,204,206,222,187,250
22:00,118,124,107,142,128,115,122,142,128,139,171,191,161,175
23:00,107,99,84,103,93,96,94,93,82,89,145,164,147,153
TOTAL,3569,3717,4229,4722,4333,4719,4335,4878,4419,4758,4655,5050,4117,4364
