112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,December 28 2014,,,December 29 2014,,,December 30 2014,,,December 31 2014,,,January 01 2015,,,January 02 2015,,,January 03 2015,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,115,103,104,73,68,98,88,73,86,77,66,87,110,103,123,53,65,61,118,104,125
1:00,50,66,69,38,42,49,39,53,62,48,40,60,164,142,163,44,35,65,59,50,77
2:00,43,39,57,32,30,53,41,40,50,39,33,36,135,127,157,31,41,44,47,41,39
3:00,22,33,46,37,24,62,36,33,74,40,38,59,68,90,93,27,34,56,28,48,50
4:00,30,40,52,60,77,143,73,77,133,70,67,110,49,55,65,45,46,124,30,30,64
5:00,38,38,100,184,203,510,168,224,520,156,186,441,40,52,65,117,171,415,60,48,139
6:00,91,75,129,393,450,702,419,457,714,378,402,652,84,64,88,259,315,494,98,105,171
7:00,134,96,164,591,628,783,639,617,751,592,559,694,114,88,117,492,449,652,196,165,247
8:00,164,124,184,667,651,712,671,647,680,629,589,669,119,76,143,526,488,673,237,197,340
9:00,213,196,272,571,551,594,591,554,616,591,519,591,162,118,176,477,464,562,343,282,398
10:00,397,309,428,530,462,578,553,494,598,566,460,559,221,168,234,482,458,534,401,363,478
11:00,429,359,483,592,521,564,581,498,579,559,531,549,300,240,340,497,504,552,459,418,538
12:00,391,400,477,495,497,532,515,488,596,514,541,566,346,293,401,549,527,513,491,470,535
13:00,438,447,511,544,504,577,545,510,563,528,534,543,388,340,470,545,588,530,530,491,536
14:00,370,403,454,448,561,625,437,535,614,488,607,630,422,401,477,503,554,585,514,522,562
15:00,303,266,359,453,546,637,463,652,729,436,628,801,340,374,478,530,553,509,425,457,485
16:00,245,250,299,480,556,555,462,540,554,473,543,577,310,342,426,441,494,529,431,455,451
17:00,332,335,414,445,538,546,492,527,531,459,495,491,323,342,373,440,514,515,430,421,493
18:00,431,393,444,446,459,501,454,509,523,458,475,479,312,311,325,457,435,485,453,441,481
19:00,316,247,336,342,338,411,334,349,423,442,392,475,277,223,333,331,378,404,373,315,392
20:00,230,210,284,224,208,238,248,235,279,302,291,361,193,188,225,262,244,306,251,217,259
21:00,188,166,190,163,173,200,192,187,218,276,221,289,169,162,211,205,182,238,188,180,244
22:00,148,144,190,146,146,183,201,159,214,207,188,241,161,152,205,183,141,216,181,177,196
23:00,125,89,127,125,103,132,142,84,140,174,146,148,144,119,152,131,122,155,183,144,198
TOTAL,5243,4828,6173,8079,8336,9985,8384,8542,10247,8502,8551,10108,4951,4570,5840,7627,7802,9217,6526,6141,7498
