112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 28 2014,,December 29 2014,,December 30 2014,,December 31 2014,,January 01 2015,,January 02 2015,,January 03 2015,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,28,55,19,30,25,27,30,34,25,38,13,30,26,39
1:00,21,30,15,15,14,24,21,21,41,37,17,19,27,22
2:00,12,24,11,10,13,10,6,15,24,39,13,15,9,20
3:00,7,24,4,0,12,7,11,13,16,34,5,12,14,29
4:00,7,9,13,12,8,14,8,15,15,14,4,14,5,10
5:00,9,7,10,23,15,26,13,33,14,15,9,24,10,11
6:00,8,8,49,56,50,67,42,64,10,13,35,49,12,13
7:00,13,32,100,149,88,128,106,130,12,14,65,100,26,54
8:00,21,55,128,191,146,201,133,188,17,29,115,172,39,60
9:00,59,159,120,168,120,166,113,156,28,56,104,145,58,131
10:00,104,191,120,192,119,240,118,183,51,103,122,190,118,202
11:00,101,233,160,238,133,242,141,278,56,127,174,280,143,263
12:00,151,254,169,321,159,291,177,343,95,175,223,361,198,309
13:00,172,308,155,347,159,365,173,402,114,219,251,366,222,353
14:00,164,291,212,365,206,342,228,391,113,248,236,391,191,327
15:00,115,231,218,333,243,315,237,363,135,217,260,375,205,315
16:00,110,176,230,326,250,329,255,366,154,240,250,352,197,324
17:00,130,186,231,324,239,329,246,367,127,207,221,335,202,272
18:00,165,234,229,301,215,308,238,344,122,205,165,270,174,274
19:00,110,183,170,253,204,297,188,275,102,182,151,262,138,208
20:00,76,139,127,192,133,179,109,191,71,138,132,169,89,149
21:00,64,101,71,118,85,144,60,111,62,104,83,147,58,116
22:00,51,70,58,75,75,81,61,92,42,72,70,95,49,96
23:00,26,50,48,55,46,55,50,77,24,61,50,75,50,61
TOTAL,1724,3050,2667,4094,2757,4187,2764,4452,1470,2587,2768,4248,2260,3658
