112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 14 2014,,September 15 2014,,September 16 2014,,September 17 2014,,September 18 2014,,September 19 2014,,September 20 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,64,86,26,44,32,39,43,46,52,62,50,50,90,80
1:00,55,62,19,26,29,33,26,34,19,31,24,29,47,63
2:00,41,36,8,15,16,17,14,22,16,24,13,22,29,37
3:00,32,24,10,14,9,9,17,14,7,9,11,16,29,30
4:00,14,17,8,11,12,11,10,15,15,18,14,21,12,14
5:00,19,11,13,24,20,25,20,25,22,30,19,30,19,21
6:00,10,17,50,48,52,52,59,40,61,48,51,59,16,18
7:00,20,37,100,111,113,115,93,108,101,109,95,101,33,41
8:00,45,79,133,169,154,166,142,159,149,157,137,151,99,119
9:00,103,252,175,190,193,198,188,167,169,194,188,196,144,230
10:00,224,345,248,235,191,230,207,234,212,231,235,241,290,349
11:00,263,310,247,273,242,247,243,263,228,248,232,267,271,325
12:00,260,343,286,307,225,300,261,316,246,279,261,309,293,327
13:00,359,405,300,313,293,311,248,319,302,309,299,339,336,383
14:00,298,330,279,324,255,300,296,313,263,313,202,332,426,425
15:00,220,251,299,321,297,340,322,340,298,329,344,328,438,433
16:00,219,280,403,393,351,376,346,358,365,369,385,483,450,426
17:00,237,284,475,450,457,453,462,448,427,430,490,440,496,459
18:00,238,278,521,465,519,441,481,444,543,453,484,446,341,340
19:00,169,229,389,397,378,378,394,386,354,361,352,363,260,327
20:00,167,203,214,252,232,263,237,272,233,247,262,272,203,263
21:00,138,168,176,193,147,184,150,183,138,179,159,174,160,187
22:00,87,103,101,107,121,132,100,122,119,131,144,174,111,138
23:00,49,70,74,67,75,72,75,88,75,86,97,109,112,107
TOTAL,3331,4220,4554,4749,4413,4692,4434,4716,4414,4647,4548,4952,4705,5142
