112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,September 14 2014,,,September 15 2014,,,September 16 2014,,,September 17 2014,,,September 18 2014,,,September 19 2014,,,September 20 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,154,140,142,71,72,82,114,75,129,116,73,145,115,76,127,118,91,156,172,115,209
1:00,63,86,78,42,39,62,53,38,54,45,49,55,39,40,61,35,37,57,80,71,98
2:00,41,54,59,24,41,41,32,29,67,30,26,53,30,33,54,29,28,60,52,34,49
3:00,32,29,42,29,29,57,27,34,57,38,39,70,30,36,65,42,43,66,36,31,54
4:00,28,27,43,74,74,165,77,77,166,70,83,174,63,69,194,69,69,146,37,44,68
5:00,41,42,85,196,216,560,196,251,578,215,244,554,204,264,494,206,247,539,70,71,144
6:00,82,85,148,545,538,808,547,541,814,545,591,836,556,577,843,510,536,788,140,128,245
7:00,144,111,200,724,768,857,741,766,909,706,809,912,739,771,916,728,725,837,244,188,342
8:00,225,173,241,785,815,796,754,842,805,761,818,787,812,824,798,751,825,787,361,300,424
9:00,283,255,366,699,696,653,672,701,688,619,668,663,655,655,671,631,636,666,458,429,506
10:00,510,411,509,601,578,580,555,556,541,498,550,547,542,507,533,558,566,552,510,489,517
11:00,536,539,492,495,560,544,502,469,531,455,468,489,434,448,538,457,508,510,549,571,526
12:00,449,499,467,477,541,453,463,436,457,466,462,461,429,437,425,498,523,512,541,559,486
13:00,461,591,505,463,491,472,418,474,468,493,508,486,486,506,501,475,489,455,584,575,532
14:00,406,444,510,436,538,524,432,493,498,441,526,512,458,530,520,453,567,533,545,614,496
15:00,311,381,458,479,563,560,462,543,494,403,492,467,495,564,468,491,597,532,499,577,477
16:00,300,367,427,479,637,533,463,568,535,486,577,538,496,551,554,482,659,592,459,610,508
17:00,417,522,643,398,525,528,522,564,524,500,597,531,511,557,512,388,710,657,431,629,747
18:00,407,499,641,409,551,494,395,464,484,434,517,500,413,528,517,472,657,632,431,569,595
19:00,341,343,367,355,393,445,333,416,445,393,415,415,376,406,435,473,513,472,434,460,433
20:00,288,301,338,242,271,325,288,276,314,292,296,305,274,274,317,359,354,377,317,345,359
21:00,215,223,278,208,240,243,201,213,224,230,206,266,212,214,283,238,269,307,281,278,326
22:00,175,154,228,184,155,224,194,158,214,176,157,232,165,148,266,227,202,248,236,190,263
23:00,116,102,130,125,107,175,119,113,190,128,121,169,147,102,147,193,187,241,159,136,185
TOTAL,6025,6378,7397,8540,9438,10181,8560,9097,10186,8540,9292,10167,8681,9117,10239,8883,10038,10722,7626,8013,8589
