112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,July 06 2014,,,July 07 2014,,,July 08 2014,,,July 09 2014,,,July 10 2014,,,July 11 2014,,,July 12 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,134,111,127,93,73,91,122,97,146,128,91,149,130,82,137,127,90,160,189,126,177
1:00,63,60,65,51,34,54,54,47,63,75,50,73,46,44,70,52,59,80,73,60,91
2:00,39,38,39,29,30,43,23,40,45,33,34,59,28,48,64,43,43,68,60,39,47
3:00,32,35,36,37,36,58,33,38,69,39,38,81,35,40,69,41,47,64,37,42,52
4:00,24,28,43,70,70,152,68,64,170,78,60,167,74,74,162,84,71,139,57,50,80
5:00,51,45,58,203,229,484,217,260,519,223,249,542,221,241,538,220,224,497,79,70,154
6:00,67,64,117,530,536,793,538,534,797,540,554,791,529,560,789,462,499,776,156,137,218
7:00,132,103,180,697,690,853,867,845,868,755,754,853,741,753,869,820,757,815,305,215,335
8:00,160,140,189,727,747,756,1058,988,785,714,825,786,761,783,757,1063,964,768,403,308,399
9:00,254,213,311,617,608,640,770,774,630,637,616,659,652,664,694,738,760,639,520,422,542
10:00,391,348,425,495,476,549,603,617,544,563,561,543,581,578,537,617,630,541,559,556,556
11:00,452,401,435,496,476,487,499,492,489,514,533,499,501,524,486,547,572,491,527,511,541
12:00,443,426,447,446,505,482,508,488,521,486,459,470,491,475,491,557,578,501,563,566,483
13:00,443,441,486,483,471,481,496,506,480,499,506,491,523,531,474,522,524,502,530,570,507
14:00,456,458,477,461,540,513,482,556,526,493,572,550,517,580,537,509,576,488,526,545,503
15:00,398,427,456,488,549,520,499,551,557,522,606,568,494,574,504,502,559,555,443,461,495
16:00,329,376,439,495,575,588,470,607,573,468,573,587,491,603,588,448,591,556,443,435,518
17:00,320,398,445,395,580,526,426,564,558,463,584,591,398,578,577,435,584,562,437,521,512
18:00,294,362,435,350,499,530,354,491,559,397,589,550,423,551,544,442,601,646,399,475,570
19:00,298,306,404,362,435,486,336,401,490,359,458,528,377,503,582,425,476,534,376,415,505
20:00,250,244,326,296,320,364,313,335,368,307,318,365,296,330,358,347,381,388,307,315,365
21:00,214,228,269,206,207,258,227,229,280,206,249,301,255,243,309,289,262,293,246,242,268
22:00,193,198,254,201,188,254,197,201,260,197,193,272,215,194,245,260,214,267,273,247,275
23:00,160,120,157,153,119,170,170,109,163,160,129,155,158,153,158,193,188,208,214,197,248
TOTAL,5597,5570,6620,8381,8993,10132,9330,9834,10460,8856,9601,10630,8937,9706,10539,9743,10250,10538,7722,7525,8441
