112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 06 2014,,July 07 2014,,July 08 2014,,July 09 2014,,July 10 2014,,July 11 2014,,July 12 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,59,70,42,55,54,61,54,65,52,52,55,68,88,99
1:00,41,49,32,31,38,45,34,35,30,27,39,44,57,48
2:00,34,31,17,13,20,17,27,16,21,22,23,25,37,44
3:00,29,26,13,11,7,14,13,22,4,18,13,13,15,34
4:00,13,16,13,16,11,11,13,19,14,20,13,17,17,22
5:00,7,9,13,26,23,23,17,31,14,35,14,23,10,17
6:00,15,18,54,42,62,59,50,57,64,45,57,61,16,21
7:00,35,52,103,97,121,129,107,126,117,119,101,142,43,62
8:00,37,61,124,175,133,157,129,153,148,171,126,189,92,142
9:00,57,94,149,208,145,216,152,214,134,173,157,194,125,187
10:00,130,139,186,226,187,198,183,221,199,246,234,298,220,287
11:00,182,241,205,280,226,265,204,278,206,271,234,291,252,315
12:00,224,305,250,293,221,296,267,284,281,288,280,305,263,315
13:00,268,324,282,332,275,315,279,319,299,317,319,329,271,353
14:00,249,309,272,314,251,328,293,327,295,344,306,322,288,328
15:00,271,333,308,352,295,308,306,344,296,326,322,326,277,333
16:00,239,298,316,372,325,348,323,329,370,400,390,390,267,308
17:00,220,258,416,431,406,436,411,431,405,429,345,387,276,329
18:00,171,241,413,441,460,473,456,450,443,455,418,408,252,287
19:00,164,227,300,390,321,354,308,369,336,360,321,382,206,233
20:00,149,208,222,274,212,272,221,284,243,293,233,305,190,234
21:00,156,175,159,202,171,193,198,208,177,212,201,214,155,210
22:00,100,123,115,156,131,156,151,158,149,161,124,145,124,159
23:00,93,86,92,94,81,98,87,98,92,108,113,127,118,140
TOTAL,2943,3693,4096,4831,4176,4772,4283,4838,4389,4892,4438,5005,3659,4507
