112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 06 2014,,July 07 2014,,July 08 2014,,July 09 2014,,July 10 2014,,July 11 2014,,July 12 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,28,52,22,48,37,40,28,43,30,32,26,47,38,64
1:00,19,27,10,27,12,23,22,22,20,28,21,27,30,38
2:00,13,14,8,12,9,19,6,25,8,10,19,16,20,25
3:00,5,16,11,8,10,12,11,7,10,13,12,14,12,13
4:00,6,15,10,21,8,17,6,17,7,20,11,14,8,15
5:00,5,14,16,38,13,34,10,33,12,29,12,39,10,14
6:00,11,17,40,63,54,72,48,68,52,66,60,84,29,21
7:00,13,36,102,113,126,147,126,143,106,155,113,159,36,67
8:00,21,47,154,200,192,232,163,221,163,234,177,213,61,109
9:00,56,178,121,194,142,217,135,203,164,225,144,183,81,197
10:00,93,164,128,210,149,219,138,194,130,225,141,224,125,279
11:00,128,211,141,225,164,253,157,268,159,249,188,277,167,320
12:00,148,250,190,323,206,332,166,287,169,291,216,345,200,350
13:00,155,304,205,303,181,341,183,316,187,341,204,351,203,354
14:00,174,296,211,323,192,279,180,306,187,327,233,385,199,298
15:00,166,274,227,332,175,291,213,311,204,299,227,329,202,294
16:00,148,218,264,321,239,304,211,299,243,321,269,340,188,275
17:00,154,232,254,335,217,328,213,313,245,317,273,368,157,263
18:00,149,238,267,341,231,324,217,300,255,329,242,349,181,262
19:00,123,201,215,269,179,272,210,302,195,285,201,256,136,220
20:00,95,135,154,211,137,216,150,210,159,226,153,239,128,168
21:00,73,128,91,170,122,177,106,149,130,192,141,202,104,139
22:00,53,107,79,115,66,130,77,133,92,141,92,140,91,154
23:00,41,68,58,63,44,77,46,72,61,88,72,91,62,91
TOTAL,1877,3242,2978,4265,2905,4356,2822,4242,2988,4443,3247,4692,2468,4030
