176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 03 2014,,,August 04 2014,,,August 05 2014,,,August 06 2014,,,August 07 2014,,,August 08 2014,,,August 09 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,87,125,76,60,90,59,90,113,87,92,123,98,88,107,88,90,119,100,109,135,95
1:00,46,62,46,39,42,23,39,41,24,33,47,31,38,49,40,31,56,31,44,73,49
2:00,29,44,38,18,38,27,38,52,40,30,43,42,36,45,34,34,49,36,38,52,28
3:00,21,25,19,32,49,22,33,45,35,36,41,39,40,49,34,34,38,37,16,35,29
4:00,23,40,16,66,86,62,57,102,72,59,104,71,59,99,63,64,97,67,27,63,31
5:00,28,63,39,226,281,210,243,286,207,238,290,244,266,271,217,218,256,196,65,61,59
6:00,55,73,54,370,448,394,397,468,419,401,474,401,373,467,395,367,453,374,87,136,94
7:00,81,140,104,481,631,557,472,657,572,466,637,576,456,652,561,456,602,519,174,229,171
8:00,119,180,113,424,655,612,444,658,566,427,619,588,463,648,560,413,632,572,204,278,210
9:00,181,219,186,340,515,462,367,510,408,369,512,443,358,498,418,352,492,405,257,364,279
10:00,292,390,291,293,449,363,275,444,363,295,415,388,311,427,378,334,516,384,293,509,340
11:00,305,399,305,293,446,347,261,376,333,282,389,342,304,350,311,324,456,357,353,446,342
12:00,293,379,281,295,355,346,285,392,334,299,348,326,299,407,359,323,419,359,315,466,330
13:00,321,386,311,288,453,382,335,373,358,302,381,356,335,421,356,295,424,381,320,454,332
14:00,294,422,264,300,396,360,327,426,387,292,434,358,313,403,360,311,432,344,328,432,322
15:00,300,419,295,355,455,386,368,425,438,351,463,431,359,474,430,350,522,402,340,403,307
16:00,280,368,272,393,472,400,399,482,423,386,479,447,367,479,438,403,452,380,347,422,288
17:00,267,376,277,404,488,407,375,470,428,378,439,438,395,511,410,369,484,370,347,371,245
18:00,270,331,242,363,409,344,372,458,397,336,374,354,390,414,383,342,437,334,311,380,289
19:00,232,286,217,275,324,251,291,274,267,284,350,299,283,286,259,332,356,337,298,349,259
20:00,205,249,199,193,231,190,193,253,208,199,236,198,186,217,181,227,258,230,201,283,185
21:00,156,218,189,201,182,170,154,201,161,199,223,165,160,190,163,185,238,171,166,234,162
22:00,137,176,141,145,172,136,130,187,130,139,181,132,130,174,120,152,221,139,154,230,162
23:00,97,133,108,91,135,77,81,152,86,109,124,95,113,148,102,128,161,113,143,172,105
TOTAL,4119,5503,4083,5945,7802,6587,6026,7845,6743,6002,7726,6862,6122,7786,6660,6134,8170,6638,4937,6577,4713
