176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 03 2014,,August 04 2014,,August 05 2014,,August 06 2014,,August 07 2014,,August 08 2014,,August 09 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,183,111,119,69,123,82,138,95,144,80,127,96,183,135
1:00,124,74,73,44,96,47,87,41,89,51,78,41,106,85
2:00,71,61,43,17,51,29,53,27,61,30,53,33,101,47
3:00,57,32,41,11,34,13,46,9,38,21,49,17,53,40
4:00,39,20,30,18,45,12,44,22,44,18,45,20,52,28
5:00,35,20,65,24,67,28,50,27,62,21,73,25,42,29
6:00,51,27,124,65,131,51,136,66,115,65,125,65,70,29
7:00,92,37,200,119,193,140,212,131,190,137,213,139,124,56
8:00,147,72,257,186,232,169,246,152,255,182,293,175,214,115
9:00,199,119,325,221,287,193,293,221,324,218,344,245,330,208
10:00,318,206,342,249,296,216,342,213,317,220,379,265,391,236
11:00,393,263,387,254,364,260,352,243,357,266,384,259,433,333
12:00,507,335,432,319,448,306,435,297,422,328,429,328,503,378
13:00,564,381,496,385,461,350,453,322,476,342,483,374,528,393
14:00,515,376,468,368,449,342,460,354,491,387,503,416,547,401
15:00,525,384,547,421,515,421,523,395,545,428,607,482,510,373
16:00,520,368,644,525,594,528,626,554,643,526,662,577,541,361
17:00,493,351,749,667,761,673,730,683,763,663,777,714,581,407
18:00,440,309,808,753,805,727,810,727,810,763,772,698,543,367
19:00,439,319,647,498,673,576,673,544,661,550,625,494,514,344
20:00,427,284,472,312,502,363,501,365,469,321,505,363,441,291
21:00,355,257,405,272,387,317,415,320,365,245,403,270,374,259
22:00,299,197,312,248,306,238,356,271,300,224,380,270,360,291
23:00,214,139,175,136,206,148,222,137,251,189,298,232,278,203
TOTAL,7007,4742,8161,6181,8026,6229,8203,6216,8192,6275,8607,6598,7819,5409
