176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 23 2014,,,November 24 2014,,,November 25 2014,,,November 26 2014,,,November 27 2014,,,November 28 2014,,,November 29 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,95,142,91,55,77,57,86,131,83,91,128,104,86,116,96,88,104,85,60,59,46
1:00,42,70,40,30,37,31,29,42,31,40,50,30,45,60,40,50,63,49,33,39,37
2:00,29,47,25,17,27,16,35,42,45,30,40,34,18,33,20,34,50,29,37,38,34
3:00,19,23,15,27,43,24,22,40,41,31,46,36,12,37,14,30,26,26,14,28,19
4:00,22,32,22,67,81,67,73,96,80,80,104,66,14,27,18,44,75,43,18,47,29
5:00,41,42,37,286,276,236,253,280,278,251,307,267,19,33,28,106,125,94,51,73,29
6:00,45,67,64,358,526,404,371,533,457,371,461,416,53,68,49,137,203,132,74,107,89
7:00,94,132,102,476,704,628,422,703,626,443,628,545,59,101,64,175,269,209,114,145,130
8:00,119,159,125,514,646,636,437,694,610,451,608,591,85,89,75,238,280,238,175,209,168
9:00,189,236,161,399,550,440,369,512,448,347,498,444,116,148,96,229,344,249,158,191,102
10:00,281,355,265,361,451,426,341,400,377,329,417,365,174,193,122,319,374,279,282,327,240
11:00,360,366,278,351,408,282,297,373,356,340,471,395,256,244,168,266,366,301,295,332,264
12:00,301,341,278,406,505,64,329,334,293,328,469,370,300,336,235,350,403,313,323,357,280
13:00,350,399,314,426,577,14,300,361,328,308,475,439,324,401,298,303,418,312,342,401,274
14:00,296,354,248,475,574,15,345,391,359,404,460,447,295,388,338,313,386,311,321,414,285
15:00,280,290,199,401,521,136,342,415,380,353,493,411,265,338,269,252,372,274,325,366,281
16:00,222,270,232,360,484,460,335,463,460,340,468,424,266,257,219,317,367,289,277,345,256
17:00,296,418,305,309,459,430,347,477,453,318,435,373,247,357,270,257,353,276,304,333,260
18:00,258,345,269,291,390,318,314,384,318,292,388,328,233,374,290,257,346,227,227,342,255
19:00,202,281,195,233,296,257,244,309,264,271,365,277,186,238,202,211,269,189,218,293,200
20:00,177,202,126,157,193,145,192,214,160,208,250,157,196,332,261,128,199,143,134,231,138
21:00,103,159,118,120,160,126,138,179,127,165,223,138,226,332,297,131,154,120,122,173,110
22:00,97,111,90,108,99,87,127,139,90,129,154,109,255,466,370,108,136,91,112,141,104
23:00,69,103,66,79,123,68,83,102,80,110,139,93,129,182,161,77,122,84,88,113,89
TOTAL,3987,4944,3665,6306,8207,5367,5831,7614,6744,6030,8077,6859,3859,5150,4000,4420,5804,4363,4104,5104,3719
