112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 30 2014,,,December 01 2014,,,December 02 2014,,,December 03 2014,,,December 04 2014,,,December 05 2014,,,December 06 2014,,
TIME,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27
0:00,212,185,141,129,110,72,192,164,110,204,174,114,205,169,140,201,174,114,289,252,183
1:00,119,110,83,78,70,35,97,105,67,109,122,68,117,120,51,120,99,63,177,165,129
2:00,93,83,47,49,34,23,76,70,31,78,67,26,76,78,40,62,66,44,107,116,50
3:00,68,63,42,40,45,31,46,49,17,42,48,33,66,46,32,74,51,33,100,82,53
4:00,51,34,22,40,42,29,54,64,27,70,60,28,70,71,44,75,62,30,54,44,28
5:00,34,31,19,100,88,65,109,106,70,114,99,79,121,103,52,115,92,79,66,62,36
6:00,75,84,40,225,207,152,221,225,174,255,225,175,243,214,171,256,212,151,99,110,61
7:00,82,60,44,348,294,243,399,324,252,358,314,262,391,330,222,347,301,229,129,115,85
8:00,89,68,46,412,330,279,391,343,280,420,327,279,441,345,293,430,339,291,209,158,122
9:00,142,121,86,314,335,287,277,329,321,405,297,278,359,315,265,420,326,263,266,219,165
10:00,232,302,182,392,450,394,375,507,410,376,339,298,452,313,242,409,320,262,361,278,234
11:00,319,268,217,432,427,378,386,381,347,423,401,349,415,324,298,452,333,298,424,372,283
12:00,418,338,284,466,382,391,491,383,396,456,400,375,500,351,356,510,416,353,504,413,352
13:00,497,447,376,512,433,439,538,455,428,506,443,441,494,410,408,578,474,418,609,499,501
14:00,512,472,386,632,556,495,576,491,456,571,483,506,579,495,487,618,615,547,586,548,497
15:00,628,468,383,750,642,530,726,641,597,675,661,581,662,622,575,691,650,604,542,591,495
16:00,532,446,394,655,714,687,759,783,741,784,769,659,688,743,693,738,765,693,358,577,484
17:00,534,470,394,712,865,772,716,861,745,748,875,716,651,846,757,750,847,776,542,582,525
18:00,514,478,392,763,895,793,744,907,780,749,890,744,734,889,775,785,859,770,621,597,485
19:00,389,384,309,677,715,630,667,738,655,750,800,672,690,763,671,742,747,680,557,536,455
20:00,364,340,278,497,481,398,579,520,444,558,535,457,578,550,463,528,496,470,479,436,378
21:00,307,251,206,371,334,271,432,365,301,486,422,383,441,386,351,420,409,370,420,356,292
22:00,217,208,158,303,283,223,326,313,235,363,338,258,343,295,262,454,399,330,423,337,280
23:00,171,167,143,233,191,158,249,221,167,264,217,165,283,236,190,397,325,248,332,313,252
TOTAL,6599,5878,4672,9130,8923,7775,9426,9345,8051,9764,9306,7946,9599,9014,7838,10172,9377,8116,8254,7758,6425
