112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 30 2014,,December 01 2014,,December 02 2014,,December 03 2014,,December 04 2014,,December 05 2014,,December 06 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,62,72,36,23,44,47,46,41,46,45,45,56,82,72
1:00,36,34,15,19,27,43,38,29,31,26,22,31,51,48
2:00,29,22,11,22,14,13,17,21,19,21,20,17,33,41
3:00,19,27,8,10,12,21,10,20,9,25,15,15,24,25
4:00,15,17,9,12,8,14,11,22,11,15,13,19,19,16
5:00,10,10,15,25,17,23,21,21,11,30,21,37,9,21
6:00,5,13,42,47,52,54,43,52,58,54,60,54,21,21
7:00,17,37,103,122,102,103,105,116,103,112,111,104,59,63
8:00,42,66,133,153,152,176,142,150,153,158,144,153,69,129
9:00,92,210,200,199,167,173,168,178,158,177,170,193,155,257
10:00,263,279,251,250,265,219,221,230,221,229,215,223,266,338
11:00,335,260,304,271,328,201,236,263,206,265,257,291,286,351
12:00,311,317,331,303,399,300,271,295,243,316,272,296,314,384
13:00,345,390,300,352,300,320,310,311,286,331,310,353,364,394
14:00,295,360,319,333,286,319,314,319,285,316,352,353,364,410
15:00,301,338,329,345,334,374,326,399,306,334,366,363,338,399
16:00,253,339,387,397,359,404,369,373,377,394,384,398,305,345
17:00,262,304,435,432,435,421,491,443,436,444,457,422,344,350
18:00,222,239,473,447,492,418,520,390,412,413,469,449,221,311
19:00,165,166,317,345,339,354,384,382,302,363,330,351,211,284
20:00,120,160,177,203,223,253,198,237,190,237,212,234,140,191
21:00,107,118,162,143,141,158,149,203,160,183,162,166,127,153
22:00,66,67,95,101,92,121,119,115,118,128,134,149,118,132
23:00,57,59,55,50,58,60,74,81,67,85,112,110,106,119
TOTAL,3429,3904,4507,4604,4646,4589,4583,4691,4208,4701,4653,4837,4026,4854
