112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 30 2014,,,December 01 2014,,,December 02 2014,,,December 03 2014,,,December 04 2014,,,December 05 2014,,,December 06 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,117,104,125,49,68,67,101,64,130,110,90,120,129,72,127,112,87,135,161,110,174
1:00,59,65,55,36,33,50,41,42,53,44,37,41,34,36,49,45,33,62,66,66,69
2:00,35,34,42,25,31,38,34,41,60,28,32,65,36,35,53,36,41,67,46,52,57
3:00,34,34,34,24,30,59,34,38,70,30,38,59,27,34,75,34,32,55,35,47,57
4:00,24,30,50,66,78,184,85,78,200,86,74,193,77,91,189,62,96,173,36,38,71
5:00,38,32,69,225,223,560,218,273,625,220,266,635,211,269,612,210,262,584,77,62,162
6:00,80,74,122,467,546,822,536,568,782,543,563,794,520,532,778,482,533,728,129,124,247
7:00,132,92,156,712,748,848,743,786,860,770,763,854,729,785,846,678,720,809,298,209,352
8:00,157,112,191,756,777,750,740,771,795,759,779,817,753,810,772,736,793,788,347,270,420
9:00,265,182,271,676,621,644,692,677,624,644,627,682,663,661,689,666,705,673,454,385,496
10:00,396,334,424,619,569,568,605,551,599,506,537,613,538,550,584,492,534,616,547,476,580
11:00,457,444,495,492,489,545,466,460,545,509,530,563,487,422,520,464,498,582,547,543,584
12:00,466,450,480,443,469,516,422,466,517,453,467,506,444,475,499,474,506,583,564,536,548
13:00,474,541,484,485,496,549,454,466,512,475,492,513,460,450,521,437,452,560,541,607,535
14:00,431,546,517,484,573,652,415,532,596,454,496,561,453,509,553,515,530,561,551,561,604
15:00,381,536,607,432,645,672,424,423,539,488,540,538,434,470,499,491,548,563,440,518,550
16:00,372,422,475,471,570,560,509,530,545,487,528,550,500,536,541,519,576,550,473,505,526
17:00,404,426,600,486,555,525,511,588,525,484,547,536,463,569,544,527,612,561,422,648,598
18:00,354,356,505,446,474,491,427,519,528,469,525,503,462,494,494,499,566,529,530,554,580
19:00,260,257,313,290,334,381,346,344,386,402,366,405,321,345,406,452,444,467,412,401,435
20:00,237,183,257,231,226,260,246,246,257,251,249,302,215,225,271,332,270,331,302,262,310
21:00,181,162,192,164,191,195,180,182,225,191,175,229,176,195,237,211,202,231,207,203,221
22:00,142,121,206,140,143,208,155,137,219,160,151,239,159,155,221,199,191,220,208,165,231
23:00,104,71,136,123,82,156,123,90,132,124,102,160,133,113,155,169,136,203,176,154,158
TOTAL,5600,5608,6806,8342,8971,10300,8507,8872,10324,8687,8974,10478,8424,8833,10235,8842,9367,10631,7569,7496,8565
