112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 30 2014,,December 01 2014,,December 02 2014,,December 03 2014,,December 04 2014,,December 05 2014,,December 06 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,37,42,22,24,25,35,33,35,24,33,35,35,47,54
1:00,22,28,14,11,15,17,13,20,19,24,22,14,39,37
2:00,12,15,7,18,5,9,7,15,6,10,10,16,10,25
3:00,4,20,5,9,5,13,8,5,5,6,11,7,10,16
4:00,8,9,4,11,8,10,8,9,9,18,5,17,6,10
5:00,4,7,20,29,13,36,14,27,15,33,20,37,5,9
6:00,7,5,46,70,51,62,51,80,49,70,56,83,20,25
7:00,18,22,118,157,110,165,110,156,96,169,103,165,41,48
8:00,23,55,203,255,226,268,237,261,192,277,206,281,67,87
9:00,79,189,166,212,166,211,156,210,173,216,153,232,97,178
10:00,93,179,130,268,164,241,130,230,114,212,147,244,145,255
11:00,112,236,145,273,137,272,164,249,143,248,166,269,171,303
12:00,139,282,174,333,145,346,189,304,195,301,222,336,194,320
13:00,145,317,177,355,165,348,185,331,190,335,196,321,230,407
14:00,153,310,196,340,144,305,198,313,179,304,238,354,234,373
15:00,174,289,221,338,204,312,233,328,220,300,248,309,214,337
16:00,163,262,259,356,242,343,267,348,248,313,274,373,205,317
17:00,175,286,267,364,252,309,262,324,195,330,262,354,186,332
18:00,152,251,260,334,234,281,264,345,184,321,219,346,149,301
19:00,104,154,197,323,186,281,195,263,169,260,206,265,168,267
20:00,89,142,120,181,141,195,145,200,140,193,146,191,103,179
21:00,63,80,93,111,90,140,96,151,93,151,111,180,103,129
22:00,46,69,60,78,62,84,71,92,71,87,87,109,75,106
23:00,31,46,41,45,54,56,54,60,48,64,64,91,59,75
TOTAL,1853,3295,2945,4495,2844,4339,3090,4356,2777,4275,3207,4629,2578,4190
