176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 19 2014,,October 20 2014,,October 21 2014,,October 22 2014,,October 23 2014,,October 24 2014,,October 25 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,95,97,52,52,75,69,62,59,66,55,66,63,115,91
1:00,54,65,27,26,33,42,37,44,54,36,34,54,64,69
2:00,45,39,6,9,25,19,28,27,28,24,30,26,39,40
3:00,22,24,12,9,19,16,19,23,17,18,8,25,30,31
4:00,14,15,13,12,16,12,18,11,15,20,11,17,15,24
5:00,24,12,37,34,30,34,36,30,34,25,32,38,19,17
6:00,28,28,112,142,107,143,110,157,98,139,106,149,31,33
7:00,35,51,201,245,217,255,209,270,210,297,189,252,55,58
8:00,58,81,245,282,264,297,236,288,263,313,254,293,88,96
9:00,101,114,211,241,209,238,215,245,227,267,183,246,107,130
10:00,161,182,174,183,181,185,172,199,157,179,144,212,169,164
11:00,180,207,175,186,159,206,162,200,173,207,218,197,220,255
12:00,209,226,197,237,245,242,196,205,221,264,225,264,256,275
13:00,219,217,242,227,222,228,206,251,204,249,256,287,304,346
14:00,274,265,232,238,230,269,240,286,223,272,247,298,317,364
15:00,279,300,301,287,323,301,293,312,297,322,281,387,278,344
16:00,297,293,334,356,350,365,325,332,412,416,339,383,303,328
17:00,281,300,392,357,352,374,343,403,358,406,347,412,298,323
18:00,302,324,360,372,340,413,352,404,326,390,346,452,289,363
19:00,273,255,345,377,353,356,283,342,275,343,314,393,243,322
20:00,224,241,244,308,245,282,249,260,245,263,243,278,249,260
21:00,159,157,169,192,175,183,203,210,190,208,215,233,194,210
22:00,109,112,116,108,161,155,124,112,140,140,166,190,150,129
23:00,67,75,81,81,78,78,108,72,108,94,112,96,129,95
TOTAL,3510,3680,4278,4561,4409,4762,4226,4742,4341,4947,4366,5245,3962,4367
