112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 19 2014,,October 20 2014,,October 21 2014,,October 22 2014,,October 23 2014,,October 24 2014,,October 25 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,65,74,38,40,41,37,46,39,45,59,62,52,71,82
1:00,46,51,22,31,39,29,28,36,29,26,28,41,47,57
2:00,42,48,13,14,11,19,13,18,17,24,15,17,27,52
3:00,33,40,5,10,12,15,9,18,13,20,16,20,24,19
4:00,25,16,11,12,9,13,13,16,16,15,14,18,11,16
5:00,8,10,15,30,17,38,23,29,21,29,16,36,17,13
6:00,16,11,45,43,65,63,51,64,68,59,56,54,15,17
7:00,29,23,106,121,106,115,125,118,112,133,108,115,40,43
8:00,57,62,163,152,154,146,162,149,171,171,142,152,60,95
9:00,103,172,172,177,165,179,178,173,169,191,173,164,135,232
10:00,210,267,206,223,208,230,186,212,211,209,227,228,225,286
11:00,236,244,217,260,209,218,210,254,217,226,220,267,281,297
12:00,213,230,257,280,228,274,262,263,245,267,277,309,283,349
13:00,271,281,260,322,272,317,267,282,328,309,273,311,337,377
14:00,318,354,247,316,303,322,264,282,269,297,290,321,347,362
15:00,264,336,322,319,281,332,291,290,314,324,301,343,335,355
16:00,322,315,355,373,369,364,350,390,342,365,371,390,331,365
17:00,240,293,374,381,458,416,410,428,434,400,432,447,299,322
18:00,252,235,470,429,452,461,462,437,484,457,472,465,358,385
19:00,168,228,305,341,319,367,315,345,265,324,351,368,246,277
20:00,167,199,175,215,219,253,221,238,226,227,212,238,179,199
21:00,127,129,178,181,156,195,160,181,165,154,154,194,167,180
22:00,92,80,112,133,103,117,106,115,94,107,126,158,113,138
23:00,73,74,65,69,57,70,66,63,67,77,119,123,91,102
TOTAL,3377,3772,4133,4472,4253,4590,4218,4440,4322,4470,4455,4831,4039,4620
