176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 16 2014,,November 17 2014,,November 18 2014,,November 19 2014,,November 20 2014,,November 21 2014,,November 22 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,119,90,72,80,98,95,86,85,110,104,113,104,152,106
1:00,67,50,43,26,68,34,54,34,51,30,62,34,88,56
2:00,43,24,23,10,39,21,33,13,41,21,40,21,63,31
3:00,38,16,16,10,28,18,39,14,30,19,34,17,55,23
4:00,19,11,49,29,47,43,39,38,47,37,36,34,25,15
5:00,37,39,92,130,106,118,101,126,107,133,100,119,49,48
6:00,68,60,273,315,289,318,269,302,279,332,222,300,84,100
7:00,54,64,293,313,339,306,315,317,298,289,285,287,80,83
8:00,51,28,304,224,303,227,286,251,315,248,338,238,95,49
9:00,70,54,242,169,247,180,251,190,235,190,238,201,129,67
10:00,160,83,248,147,214,148,196,134,223,147,209,136,147,103
11:00,157,122,281,171,212,138,226,172,203,152,238,173,180,124
12:00,184,113,274,200,259,200,259,217,250,200,242,196,247,190
13:00,173,122,298,243,282,210,288,255,299,240,333,270,273,196
14:00,224,185,295,346,350,328,316,307,325,309,317,319,318,257
15:00,241,274,376,474,369,390,374,394,390,402,383,403,333,283
16:00,259,175,440,408,425,381,469,416,429,445,451,403,306,231
17:00,278,186,515,441,509,429,527,425,506,447,493,399,306,247
18:00,279,174,573,487,572,468,548,465,558,458,494,438,323,252
19:00,239,178,398,273,435,364,449,352,425,347,443,322,277,185
20:00,187,120,258,197,301,210,290,205,303,234,333,231,224,165
21:00,152,120,200,138,210,155,227,163,227,176,253,190,163,118
22:00,114,81,155,109,159,110,194,142,169,112,199,142,196,119
23:00,83,119,116,127,121,139,121,138,136,156,170,123,150,112
TOTAL,3296,2488,5834,5067,5982,5030,5957,5155,5956,5228,6026,5100,4263,3160
