176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 16 2014,,,November 17 2014,,,November 18 2014,,,November 19 2014,,,November 20 2014,,,November 21 2014,,,November 22 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,82,113,70,60,69,50,92,119,86,90,105,85,89,130,92,84,124,100,102,137,109
1:00,34,44,47,18,31,26,34,28,22,18,49,32,27,34,28,29,37,28,38,47,40
2:00,26,35,25,21,15,15,26,42,33,32,48,34,35,49,40,30,40,43,42,50,35
3:00,20,31,20,27,27,17,19,36,31,23,44,40,32,45,41,33,51,37,30,39,27
4:00,19,34,17,65,98,73,65,97,69,68,100,65,76,113,65,73,108,55,25,48,30
5:00,39,46,29,276,282,203,268,299,234,265,291,235,260,301,260,271,268,237,61,91,65
6:00,44,83,50,371,502,421,388,502,413,406,526,420,420,525,452,357,469,410,87,127,97
7:00,89,143,97,471,716,574,445,731,593,477,708,592,459,732,621,481,649,578,166,214,170
8:00,111,147,113,482,672,601,474,709,584,483,643,621,431,696,627,473,694,598,196,293,207
9:00,183,253,295,375,523,585,383,584,454,369,578,475,397,523,447,370,579,469,232,341,252
10:00,270,461,308,314,566,379,316,454,371,331,434,363,341,438,374,348,466,416,333,400,300
11:00,275,357,254,236,345,305,296,371,314,292,349,335,315,362,324,333,390,387,384,394,345
12:00,260,296,219,302,363,260,272,368,298,281,386,308,333,343,316,310,393,340,346,433,372
13:00,291,332,240,340,385,323,264,369,276,263,379,326,299,389,318,291,396,345,375,448,349
14:00,339,457,314,382,375,361,289,381,335,325,388,339,322,398,367,305,389,353,339,476,351
15:00,374,479,312,386,564,384,299,439,392,345,525,425,342,449,427,359,461,397,356,447,270
16:00,328,361,280,369,446,421,335,462,424,357,424,459,346,481,447,418,450,459,339,421,293
17:00,297,379,270,349,448,417,383,441,442,366,474,456,332,472,465,338,441,447,345,443,317
18:00,230,362,260,308,423,352,328,421,352,334,398,363,324,456,352,304,432,358,296,439,315
19:00,179,246,178,231,282,230,266,282,234,226,312,234,266,305,266,239,366,300,264,299,223
20:00,178,183,132,156,211,132,167,183,144,163,212,143,193,229,163,162,235,189,173,248,156
21:00,124,183,106,126,170,99,135,146,90,142,138,111,147,164,98,137,184,141,133,167,113
22:00,79,126,87,110,134,79,97,124,77,99,144,99,131,134,82,137,178,137,133,152,97
23:00,68,98,55,77,112,66,79,106,55,78,107,65,89,107,89,80,155,112,100,156,85
TOTAL,3939,5249,3778,5852,7759,6373,5720,7694,6323,5833,7762,6625,6006,7875,6761,5962,7955,6936,4895,6310,4618
