176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 16 2014,,November 17 2014,,November 18 2014,,November 19 2014,,November 20 2014,,November 21 2014,,November 22 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,76,87,36,45,67,48,68,77,81,65,72,82,115,87
1:00,52,54,27,25,39,38,46,41,32,40,40,51,69,52
2:00,24,25,14,12,20,18,32,27,31,27,25,19,31,30
3:00,15,18,3,11,18,19,17,26,21,25,12,19,26,26
4:00,15,10,10,13,13,19,18,11,14,13,16,17,18,20
5:00,17,21,38,39,28,33,30,40,36,40,47,36,17,14
6:00,15,24,123,172,115,159,149,181,126,151,124,143,26,35
7:00,41,37,195,252,201,271,190,262,220,255,184,242,50,42
8:00,44,74,224,292,262,293,251,297,274,320,242,306,86,83
9:00,137,104,240,232,239,244,238,264,245,254,215,263,109,131
10:00,187,194,171,208,172,180,141,168,176,167,177,196,161,173
11:00,189,200,199,196,177,203,182,216,189,216,224,232,227,213
12:00,169,204,223,205,197,224,201,217,209,205,210,235,242,273
13:00,228,224,244,251,234,239,226,208,215,232,266,250,303,312
14:00,272,257,278,240,232,264,268,282,257,257,273,307,312,312
15:00,341,287,306,266,292,310,288,322,323,338,319,354,356,330
16:00,291,311,365,386,349,387,349,400,368,419,362,399,331,335
17:00,283,297,354,391,376,392,347,403,370,420,376,386,322,366
18:00,276,314,395,414,363,404,352,397,336,405,360,399,345,371
19:00,239,271,317,324,326,367,326,373,345,341,317,338,237,295
20:00,176,190,208,267,214,221,227,270,213,281,283,255,206,215
21:00,139,155,179,203,191,181,180,210,162,175,229,204,178,179
22:00,81,97,120,112,122,130,126,129,125,158,168,157,154,158
23:00,69,69,72,77,87,84,89,84,98,104,132,135,110,107
TOTAL,3376,3524,4341,4633,4334,4728,4341,4905,4466,4908,4673,5025,4031,4159
