176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 24 2014,,August 25 2014,,August 26 2014,,August 27 2014,,August 28 2014,,August 29 2014,,August 30 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,95,105,60,58,80,79,94,98,105,79,95,76,114,103
1:00,53,52,28,28,35,47,34,33,36,43,46,66,60,76
2:00,38,49,11,21,20,26,26,25,32,32,27,20,26,30
3:00,30,30,23,11,21,20,16,22,26,25,28,24,26,26
4:00,8,14,11,14,20,17,14,21,10,11,16,22,15,16
5:00,11,17,40,34,41,38,35,36,38,33,25,28,17,20
6:00,24,27,118,166,126,155,125,157,120,151,76,92,40,44
7:00,31,50,188,224,172,240,205,213,194,238,147,162,48,57
8:00,73,84,183,224,219,260,199,242,212,230,230,153,77,78
9:00,106,91,163,163,172,181,228,214,179,198,179,171,103,113
10:00,150,153,170,183,159,229,215,183,166,190,175,206,154,145
11:00,198,179,180,184,121,248,193,209,201,200,220,231,182,209
12:00,223,219,214,205,194,259,230,207,196,224,237,256,246,221
13:00,242,254,242,245,233,232,286,231,260,299,269,306,248,298
14:00,246,272,212,274,222,258,252,261,248,254,317,301,298,321
15:00,261,275,268,336,284,263,300,277,276,262,350,333,264,292
16:00,268,269,317,325,341,366,343,336,392,356,367,379,252,305
17:00,236,287,367,327,362,364,374,370,336,364,367,395,294,321
18:00,277,284,379,382,375,414,388,386,367,405,386,388,265,293
19:00,258,266,334,384,324,376,332,413,343,371,327,361,232,329
20:00,185,240,210,258,223,271,238,276,227,275,262,307,232,268
21:00,154,196,172,209,202,249,226,256,224,247,252,245,177,206
22:00,109,153,127,152,140,168,184,182,180,184,200,209,156,171
23:00,102,83,87,112,98,101,110,112,142,118,142,124,119,112
TOTAL,3378,3649,4104,4519,4184,4861,4647,4760,4510,4789,4740,4855,3645,4054
