176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 24 2014,,,August 25 2014,,,August 26 2014,,,August 27 2014,,,August 28 2014,,,August 29 2014,,,August 30 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,99,138,104,65,98,72,111,119,90,99,122,95,97,134,111,99,153,112,84,123,99
1:00,47,78,53,27,41,29,41,51,30,42,51,44,35,47,44,39,52,33,43,63,42
2:00,27,34,28,18,34,24,22,56,45,35,44,37,38,55,35,34,43,44,43,39,36
3:00,21,26,25,28,21,24,33,43,26,30,53,21,36,42,34,37,62,34,20,26,26
4:00,16,41,33,55,100,61,77,88,68,71,116,74,58,101,77,60,94,59,22,39,20
5:00,30,66,41,238,266,232,250,276,219,269,299,205,231,268,218,203,250,217,52,83,50
6:00,66,99,59,374,492,391,356,511,433,361,491,403,388,493,387,323,411,320,95,114,83
7:00,109,147,112,463,645,555,443,684,581,471,667,595,480,638,599,429,594,478,126,151,108
8:00,113,133,106,430,630,580,298,744,633,394,652,601,432,617,561,435,569,516,169,245,176
9:00,139,239,157,351,503,469,291,518,480,335,530,458,360,508,418,348,490,400,207,302,216
10:00,258,341,250,314,429,383,288,534,414,320,448,409,325,446,364,332,433,378,279,346,278
11:00,288,401,294,275,409,343,242,472,392,285,452,380,316,400,351,375,446,406,289,349,270
12:00,301,376,284,318,361,345,273,378,349,284,405,377,283,412,342,333,477,403,312,378,295
13:00,333,416,317,186,461,404,295,457,395,283,411,335,328,406,353,340,438,371,313,394,281
14:00,297,378,336,340,405,375,315,395,327,307,412,382,297,418,376,354,406,374,291,419,302
15:00,298,389,312,375,497,432,340,458,429,377,490,438,372,423,382,365,478,420,248,402,282
16:00,281,400,292,383,471,385,422,496,415,414,472,415,397,443,419,384,412,361,292,325,260
17:00,280,333,275,385,442,370,407,484,400,433,519,423,382,442,420,310,407,311,300,320,231
18:00,255,309,261,341,408,330,348,393,331,375,420,366,327,403,388,335,388,331,239,265,217
19:00,204,293,209,252,309,254,266,360,276,281,332,284,309,354,310,320,325,285,221,266,236
20:00,177,244,191,178,221,178,173,267,203,209,246,201,212,247,195,248,260,228,188,222,169
21:00,160,218,145,185,203,157,153,253,161,187,259,167,175,205,167,179,227,173,158,199,146
22:00,110,158,106,115,153,124,121,154,114,134,166,129,142,166,119,138,190,133,132,166,128
23:00,81,122,93,88,126,78,72,123,97,96,120,79,116,137,100,98,152,99,88,152,88
TOTAL,3990,5379,4083,5784,7725,6595,5637,8314,6908,6092,8177,6918,6136,7805,6770,6118,7757,6486,4211,5388,4039
