176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 24 2014,,August 25 2014,,August 26 2014,,August 27 2014,,August 28 2014,,August 29 2014,,August 30 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,168,108,105,63,126,90,135,75,118,85,128,82,159,114
1:00,121,94,68,29,81,56,85,45,84,51,87,56,135,70
2:00,100,65,46,17,42,26,50,34,65,29,61,31,69,43
3:00,65,41,36,18,23,19,29,24,49,24,49,21,66,34
4:00,43,36,32,13,45,14,54,24,50,19,42,21,45,28
5:00,30,20,68,26,63,24,89,20,75,30,72,28,41,23
6:00,55,30,120,62,137,69,118,69,131,81,126,60,70,35
7:00,84,33,178,118,204,132,211,135,207,131,204,123,90,38
8:00,150,69,270,179,292,208,283,202,256,188,293,161,172,91
9:00,197,99,323,254,303,233,327,225,336,196,325,226,254,138
10:00,264,177,341,223,324,239,336,266,321,239,362,247,335,217
11:00,412,270,391,272,357,299,318,318,381,272,398,311,411,269
12:00,441,292,405,314,449,303,438,310,453,323,506,395,446,308
13:00,530,377,449,343,436,330,475,325,414,306,546,415,508,367
14:00,529,376,463,324,451,376,495,302,501,365,521,423,506,360
15:00,539,361,543,433,530,408,552,451,490,441,571,514,498,392
16:00,518,360,609,516,597,523,617,546,646,553,658,545,535,383
17:00,528,372,720,657,728,701,705,660,606,693,642,624,521,388
18:00,447,306,801,728,796,723,789,674,814,774,730,556,471,337
19:00,439,314,644,479,692,578,709,580,707,598,660,454,471,318
20:00,397,260,433,328,467,352,532,408,511,383,510,336,424,300
21:00,344,246,382,265,439,351,433,308,392,301,405,304,361,236
22:00,290,202,270,208,287,230,302,285,291,200,337,252,274,186
23:00,179,124,207,140,205,136,222,160,211,135,226,154,227,156
TOTAL,6870,4632,7904,6009,8074,6420,8304,6446,8109,6417,8459,6339,7089,4831
