176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 07 2014,,September 08 2014,,September 09 2014,,September 10 2014,,September 11 2014,,September 12 2014,,September 13 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,114,129,56,70,65,93,95,85,75,86,76,75,141,138
1:00,52,76,25,28,37,41,45,45,44,51,38,39,75,84
2:00,32,33,19,20,21,24,20,22,20,27,24,21,38,51
3:00,40,30,13,14,19,18,19,27,19,19,17,21,26,30
4:00,17,25,8,13,20,20,8,16,14,20,11,24,15,26
5:00,12,18,45,40,30,42,38,36,34,35,42,39,21,16
6:00,13,22,121,191,147,151,119,159,119,170,115,151,34,44
7:00,49,52,221,267,214,256,225,264,226,253,212,237,51,60
8:00,65,65,270,288,266,301,247,291,242,291,261,302,107,117
9:00,119,125,222,235,223,248,219,229,242,221,246,246,161,130
10:00,168,161,175,188,164,191,170,173,184,172,190,158,205,192
11:00,189,237,172,221,199,195,185,201,197,180,187,173,229,243
12:00,199,222,194,234,221,212,196,207,221,204,254,246,265,257
13:00,282,294,246,255,224,244,217,238,248,221,275,289,291,315
14:00,271,291,241,248,234,236,264,258,253,266,280,281,314,311
15:00,290,276,305,296,286,281,326,323,325,322,343,303,300,316
16:00,270,269,302,366,354,349,353,356,385,348,425,388,359,349
17:00,286,299,365,392,348,372,408,363,452,377,428,391,332,315
18:00,299,313,332,386,373,427,375,375,387,367,410,403,329,324
19:00,269,301,295,352,316,363,403,451,383,379,352,399,299,326
20:00,221,248,221,254,226,282,264,280,268,274,265,315,262,303
21:00,203,219,198,164,218,217,231,266,218,253,264,250,261,255
22:00,128,135,141,121,160,171,137,163,153,167,190,208,188,198
23:00,89,85,95,113,111,103,118,111,137,136,149,178,188,159
TOTAL,3677,3925,4282,4756,4476,4837,4682,4939,4846,4839,5054,5137,4491,4559
