176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,September 07 2014,,,September 08 2014,,,September 09 2014,,,September 10 2014,,,September 11 2014,,,September 12 2014,,,September 13 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,87,112,94,52,84,53,96,111,91,90,116,98,88,123,89,83,110,92,103,135,115
1:00,40,67,45,26,40,26,25,35,28,24,44,25,27,41,26,37,43,37,48,48,45
2:00,36,47,28,23,34,25,28,48,22,21,35,38,37,42,23,31,46,26,17,63,35
3:00,14,35,13,27,34,26,30,42,30,28,37,30,23,35,35,31,45,29,17,36,28
4:00,16,29,17,60,77,42,87,96,73,66,92,71,66,93,67,59,87,70,30,50,30
5:00,42,59,28,244,271,250,251,272,239,265,282,246,248,285,233,226,282,217,57,98,59
6:00,44,105,56,379,473,370,370,524,410,394,498,432,384,532,431,380,472,384,91,158,93
7:00,94,165,137,473,673,613,469,692,609,463,706,594,501,698,587,471,652,552,168,217,192
8:00,144,162,123,437,717,606,471,707,595,454,696,606,464,739,603,441,638,560,210,304,226
9:00,205,291,184,385,540,455,391,539,471,392,509,438,367,563,450,387,540,468,287,399,305
10:00,294,452,287,317,408,373,286,415,368,301,406,392,308,464,418,342,540,420,353,548,416
11:00,326,437,316,301,394,301,287,377,342,306,368,316,285,407,367,328,446,386,353,467,374
12:00,312,382,324,280,373,310,274,364,292,247,344,329,283,375,310,323,426,357,352,482,359
13:00,324,391,306,260,396,362,274,370,327,315,360,331,308,378,326,331,398,383,365,483,407
14:00,337,393,315,321,407,349,309,356,310,339,384,335,299,385,366,328,474,376,349,477,351
15:00,314,379,274,354,434,422,371,474,426,353,427,424,402,469,439,389,522,435,339,408,331
16:00,310,374,284,351,441,447,376,484,455,418,463,422,439,515,418,478,544,465,379,440,303
17:00,350,369,251,345,450,432,340,455,420,438,507,423,439,530,462,466,579,431,358,444,314
18:00,284,350,255,330,375,339,305,379,362,342,425,397,357,408,392,379,414,357,357,352,300
19:00,242,261,220,270,269,249,285,313,273,309,347,302,291,338,310,324,378,332,284,351,259
20:00,200,258,195,191,214,171,200,213,167,175,218,190,220,241,211,249,290,211,223,287,200
21:00,165,222,159,143,182,129,151,188,133,163,233,150,156,186,138,163,230,162,170,244,165
22:00,109,145,107,114,138,98,107,156,112,117,151,108,107,164,103,141,169,136,141,218,138
23:00,83,120,77,77,117,76,81,109,84,102,127,70,113,125,78,102,135,104,122,171,128
TOTAL,4372,5605,4095,5760,7541,6524,5864,7719,6639,6122,7775,6767,6212,8136,6882,6489,8460,6990,5173,6880,5173
