176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 07 2014,,September 08 2014,,September 09 2014,,September 10 2014,,September 11 2014,,September 12 2014,,September 13 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,174,136,108,75,115,50,112,68,117,74,121,65,204,129
1:00,125,64,58,34,74,46,66,30,82,46,87,47,138,88
2:00,84,57,39,20,46,23,50,18,68,23,51,31,98,44
3:00,75,41,35,14,35,16,37,19,33,20,28,19,59,38
4:00,49,34,31,13,33,9,31,22,41,19,40,19,41,27
5:00,40,18,65,20,70,26,64,22,53,25,53,24,52,15
6:00,60,35,117,64,126,64,132,58,133,59,134,82,56,35
7:00,84,37,239,130,228,148,235,152,216,149,227,138,104,46
8:00,161,86,330,228,289,237,305,216,389,254,355,237,197,152
9:00,237,162,350,253,319,248,312,265,358,308,355,276,310,166
10:00,336,177,369,245,325,236,325,241,354,218,351,244,401,230
11:00,408,288,360,259,354,251,376,255,368,263,430,272,456,318
12:00,481,319,404,297,415,284,386,292,419,272,471,368,517,405
13:00,520,344,421,325,407,332,424,279,437,285,491,364,550,443
14:00,578,358,453,349,452,316,483,317,465,328,509,379,606,435
15:00,517,344,525,453,490,463,537,415,543,476,596,446,594,444
16:00,494,370,645,578,613,563,650,566,615,553,715,642,599,429
17:00,520,374,799,755,766,697,784,706,769,727,813,738,576,392
18:00,515,369,789,774,810,739,808,745,849,815,761,613,570,382
19:00,507,348,657,543,686,552,744,575,770,585,775,585,559,355
20:00,419,298,436,325,484,380,490,352,509,385,525,415,494,347
21:00,316,215,340,249,378,290,457,338,431,331,424,326,390,282
22:00,227,171,250,172,264,183,296,216,301,200,336,250,320,235
23:00,155,100,173,107,178,117,187,132,203,141,285,215,257,160
TOTAL,7082,4745,7993,6282,7957,6270,8291,6299,8523,6556,8933,6795,8148,5597
