112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 09 2014,,,November 10 2014,,,November 11 2014,,,November 12 2014,,,November 13 2014,,,November 14 2014,,,November 15 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,112,109,140,78,68,79,97,85,135,103,74,138,122,64,158,111,72,131,146,94,187
1:00,52,61,53,44,52,41,46,29,55,37,34,66,41,31,64,40,41,61,58,59,68
2:00,41,37,47,19,26,34,30,22,49,33,32,38,38,39,66,27,25,58,37,29,56
3:00,41,41,52,28,30,77,40,32,85,31,32,56,30,30,86,38,44,84,35,31,52
4:00,25,34,45,58,67,190,73,64,171,75,82,186,65,68,188,59,75,179,40,30,83
5:00,43,44,92,208,243,615,180,249,576,200,247,622,215,266,599,204,226,584,66,69,153
6:00,90,75,134,403,548,808,363,441,786,530,576,816,520,543,842,505,519,771,114,121,235
7:00,148,114,174,673,699,824,549,624,808,697,734,782,744,751,879,702,737,840,243,199,293
8:00,191,125,228,698,769,753,610,586,693,773,854,770,723,804,785,731,800,760,325,243,405
9:00,271,228,284,617,596,595,593,563,633,726,700,636,649,696,650,698,698,599,450,365,477
10:00,415,407,453,526,517,523,593,533,577,585,557,525,552,569,561,631,582,569,583,491,541
11:00,437,483,464,474,437,490,557,525,558,480,497,549,491,440,501,529,543,530,531,545,582
12:00,375,389,457,450,457,479,499,481,514,467,452,484,396,409,464,497,559,494,588,609,545
13:00,452,477,448,431,448,483,520,552,539,492,530,489,33,36,30,510,561,496,542,637,556
14:00,390,418,444,333,583,543,503,612,575,396,558,548,451,509,499,454,604,559,517,656,552
15:00,308,320,374,440,585,517,413,669,753,365,633,737,454,549,447,347,702,722,425,778,755
16:00,305,284,348,490,630,569,497,574,587,430,598,608,478,554,525,495,613,554,560,585,586
17:00,352,353,407,499,555,492,475,508,513,493,539,507,491,577,493,519,608,525,506,659,547
18:00,373,404,428,442,508,469,452,461,481,449,482,475,434,484,479,485,595,507,529,513,531
19:00,290,301,376,347,331,417,350,349,371,369,368,401,357,364,424,429,404,421,377,403,415
20:00,230,229,284,235,219,270,260,240,297,234,214,244,249,217,257,315,286,278,264,234,290
21:00,190,157,216,179,214,196,164,169,225,176,189,207,150,168,218,222,172,278,241,203,235
22:00,141,124,182,171,115,238,165,135,218,133,137,204,162,129,201,199,185,229,195,189,262
23:00,92,106,141,135,112,158,107,83,146,122,94,160,126,89,153,137,137,168,145,136,169
TOTAL,5364,5320,6271,7978,8809,9860,8136,8586,10345,8396,9213,10248,7971,8386,9569,8884,9788,10397,7517,7878,8575
