112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 09 2014,,November 10 2014,,November 11 2014,,November 12 2014,,November 13 2014,,November 14 2014,,November 15 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,32,54,19,29,29,40,27,34,30,37,26,32,44,47
1:00,21,30,12,15,12,21,20,16,14,18,18,20,18,37
2:00,10,18,5,7,8,12,8,13,10,13,16,10,12,30
3:00,18,20,2,6,8,1,12,6,5,9,4,4,9,15
4:00,13,13,9,21,10,22,7,10,5,17,8,9,5,16
5:00,5,8,17,23,11,28,15,30,21,40,21,31,8,5
6:00,8,14,55,78,42,64,53,83,45,65,43,65,13,23
7:00,24,36,110,163,96,138,135,177,139,173,115,184,26,51
8:00,29,68,208,229,145,176,259,267,239,289,221,264,41,96
9:00,79,207,140,210,102,187,154,254,163,229,147,244,88,177
10:00,103,214,145,225,130,246,133,227,148,250,141,228,120,242
11:00,138,261,161,240,139,241,158,249,149,242,153,288,160,321
12:00,156,269,195,343,162,314,166,315,159,270,199,361,202,372
13:00,178,338,180,350,188,344,195,334,11,24,181,346,238,421
14:00,193,278,182,338,201,313,189,336,196,319,184,375,168,381
15:00,152,251,213,348,229,334,213,326,192,289,218,335,209,341
16:00,146,219,248,320,238,346,255,315,261,332,306,388,253,360
17:00,141,214,268,368,253,331,214,330,268,332,275,371,216,374
18:00,141,257,252,326,249,311,245,324,220,323,259,374,221,302
19:00,124,195,195,323,156,246,182,288,205,276,213,283,137,221
20:00,93,122,115,168,116,160,114,192,133,192,142,218,83,147
21:00,49,85,73,129,91,134,86,123,107,137,97,153,85,114
22:00,43,54,42,84,51,79,65,73,69,80,79,93,72,94
23:00,30,44,41,54,38,54,35,51,40,55,44,68,47,60
TOTAL,1926,3269,2887,4397,2704,4142,2940,4373,2829,4011,3110,4744,2475,4247
