112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 09 2014,,November 10 2014,,November 11 2014,,November 12 2014,,November 13 2014,,November 14 2014,,November 15 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,76,60,32,37,51,55,44,41,43,43,42,55,59,81
1:00,51,57,26,23,23,20,25,26,24,24,36,27,43,27
2:00,36,36,13,9,13,23,18,16,17,19,14,11,28,41
3:00,23,32,8,4,8,17,7,14,17,17,16,16,19,32
4:00,18,20,10,10,16,7,10,11,12,9,8,10,10,15
5:00,6,10,5,32,19,24,19,28,18,23,18,25,14,14
6:00,14,13,51,48,48,47,53,50,56,62,45,49,21,21
7:00,34,23,92,110,99,107,113,123,117,113,115,108,40,44
8:00,48,39,129,151,120,140,153,152,140,156,150,130,69,94
9:00,56,114,189,194,126,151,179,189,162,196,161,158,186,258
10:00,151,187,225,248,239,226,232,205,188,193,269,223,342,320
11:00,244,268,221,268,355,266,337,238,227,232,366,258,421,318
12:00,262,318,256,268,381,304,379,301,249,311,391,311,479,365
13:00,317,367,272,311,351,345,328,300,13,12,351,344,447,400
14:00,288,319,285,329,364,364,326,308,286,333,335,352,370,388
15:00,229,235,336,330,342,393,376,353,305,328,363,372,350,369
16:00,207,250,343,325,335,376,336,389,318,369,393,418,313,353
17:00,222,251,419,451,358,378,407,438,444,411,501,458,321,331
18:00,222,266,418,433,356,392,465,458,456,452,452,458,295,329
19:00,186,199,296,346,285,324,290,319,325,334,320,372,241,279
20:00,144,157,179,197,177,211,187,238,204,267,246,243,180,202
21:00,113,96,158,144,135,153,139,177,144,175,144,151,139,141
22:00,82,84,91,95,97,105,95,106,87,100,136,136,106,108
23:00,71,49,62,57,57,54,48,77,62,67,101,104,77,97
TOTAL,3100,3450,4116,4420,4355,4482,4566,4557,3914,4246,4973,4789,4570,4627
