112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 17 2014,,,August 18 2014,,,August 19 2014,,,August 20 2014,,,August 21 2014,,,August 22 2014,,,August 23 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,142,109,135,86,93,106,102,80,142,114,76,140,114,88,139,120,86,150,164,123,182
1:00,82,74,79,45,46,64,46,53,59,50,38,51,58,45,69,58,46,66,73,66,81
2:00,47,52,63,35,34,43,41,45,56,42,47,42,42,31,60,31,36,58,50,43,40
3:00,33,41,51,34,40,66,35,34,78,34,30,89,35,42,77,38,43,75,30,26,44
4:00,44,36,49,64,58,160,82,74,188,90,81,176,73,63,176,68,69,159,48,40,81
5:00,51,37,82,222,260,543,226,246,563,209,271,550,204,246,538,192,239,498,85,64,142
6:00,87,86,132,472,515,753,514,590,790,492,546,818,461,537,810,465,475,747,147,125,251
7:00,160,120,178,729,715,804,734,738,837,739,752,854,753,765,855,684,684,791,252,215,318
8:00,206,144,235,789,820,791,796,847,734,734,832,800,769,820,781,726,739,767,328,275,381
9:00,290,205,310,684,663,614,693,666,650,609,601,648,648,604,658,685,609,673,452,370,500
10:00,420,409,465,574,500,580,624,720,295,524,527,583,517,526,546,622,612,611,528,502,573
11:00,487,457,508,497,538,547,493,584,522,490,438,498,463,469,480,558,556,515,535,550,513
12:00,469,422,520,462,474,507,497,511,452,483,443,512,479,449,486,481,553,516,559,575,515
13:00,502,548,503,495,509,461,481,484,464,478,480,523,483,514,462,520,526,489,549,553,483
14:00,460,538,522,492,537,534,497,540,516,472,582,507,495,578,527,482,575,532,469,494,498
15:00,470,480,543,510,592,561,479,535,538,499,565,528,515,583,513,485,629,558,512,545,521
16:00,432,453,493,424,547,583,444,571,555,472,588,530,419,565,565,426,629,579,442,516,552
17:00,346,455,448,392,602,550,439,587,583,446,602,565,465,607,588,370,633,608,419,513,533
18:00,342,375,453,365,495,537,411,563,560,447,542,521,426,581,599,395,545,564,416,453,494
19:00,319,343,431,324,386,409,374,382,444,383,406,441,369,451,482,437,449,492,393,383,467
20:00,253,285,370,283,258,356,282,270,356,294,283,348,299,295,348,327,314,309,313,294,348
21:00,262,229,276,197,217,265,240,237,296,247,223,280,251,232,299,277,240,282,270,277,307
22:00,221,206,240,197,195,237,209,168,263,196,170,242,234,177,274,214,222,265,246,225,282
23:00,150,132,156,157,114,177,126,123,167,175,125,188,161,130,164,204,175,198,175,166,223
TOTAL,6275,6236,7242,8529,9208,10248,8865,9648,10108,8719,9248,10434,8733,9398,10496,8865,9684,10502,7455,7393,8329
