112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 17 2014,,August 18 2014,,August 19 2014,,August 20 2014,,August 21 2014,,August 22 2014,,August 23 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,48,50,34,39,32,48,33,40,25,39,25,54,42,60
1:00,26,36,11,17,11,22,14,17,20,34,11,45,42,42
2:00,19,26,4,14,15,11,13,12,11,19,5,13,12,15
3:00,14,22,4,9,8,5,14,11,15,10,8,8,14,17
4:00,10,14,10,12,6,16,8,16,11,15,4,20,6,9
5:00,6,9,12,34,17,43,17,34,24,35,13,28,11,20
6:00,9,11,38,67,54,84,44,85,61,83,52,78,19,23
7:00,12,32,100,131,124,159,114,143,120,156,118,149,32,61
8:00,30,62,175,213,189,241,178,229,179,242,155,204,48,79
9:00,72,165,131,193,151,219,160,199,146,213,134,200,86,185
10:00,98,195,127,210,159,214,118,189,147,207,146,238,136,235
11:00,119,241,142,278,139,222,171,221,154,253,164,265,153,297
12:00,149,265,192,310,183,317,151,268,166,303,209,361,180,315
13:00,179,308,184,298,174,363,187,337,221,349,220,360,216,347
14:00,174,305,196,321,195,324,214,310,193,313,235,348,195,355
15:00,167,320,205,306,186,292,202,303,205,315,259,354,180,278
16:00,157,246,243,321,217,290,247,325,253,331,276,326,208,300
17:00,138,261,244,341,231,314,240,295,241,359,245,353,182,284
18:00,161,261,228,312,243,296,235,325,232,328,232,344,165,265
19:00,129,203,204,259,195,297,196,266,187,276,182,292,147,198
20:00,98,134,158,275,130,213,133,219,142,205,132,228,100,171
21:00,77,150,105,164,123,175,111,158,138,179,125,168,118,175
22:00,58,111,77,89,87,120,66,96,88,104,91,115,72,119
23:00,54,69,47,61,37,65,48,67,45,63,66,109,44,82
TOTAL,2004,3496,2871,4274,2906,4350,2914,4165,3024,4431,3107,4660,2408,3932
