176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 27 2014,,July 28 2014,,July 29 2014,,July 30 2014,,July 31 2014,,August 01 2014,,August 02 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,193,141,133,91,157,89,143,89,145,96,140,72,180,119
1:00,128,89,85,39,96,52,78,43,81,47,99,65,115,80
2:00,77,60,57,32,40,15,59,25,69,28,70,42,83,55
3:00,74,39,40,14,33,18,36,22,41,25,53,22,65,29
4:00,37,27,42,15,42,14,59,20,44,14,48,20,44,25
5:00,41,17,55,29,71,27,53,26,61,25,69,25,49,15
6:00,52,29,114,64,132,67,141,69,144,70,128,72,76,28
7:00,102,43,228,126,235,114,204,129,250,108,215,126,121,58
8:00,169,78,286,181,305,195,266,186,299,201,271,191,231,101
9:00,215,99,326,199,341,223,292,240,337,226,289,219,303,171
10:00,295,165,326,221,349,228,315,244,314,267,385,240,400,231
11:00,399,296,339,262,370,252,351,240,387,272,409,299,454,311
12:00,451,291,411,320,407,273,423,287,440,326,483,335,482,326
13:00,515,346,442,316,411,359,433,313,479,362,495,416,544,402
14:00,545,377,459,337,442,339,467,347,467,367,554,422,560,418
15:00,509,357,505,414,541,422,531,421,540,434,553,445,575,425
16:00,494,359,612,505,609,492,615,579,547,597,686,570,595,404
17:00,489,329,738,695,727,663,719,665,741,686,742,674,569,400
18:00,497,318,783,740,785,752,821,760,788,726,754,650,550,393
19:00,436,304,547,490,622,523,665,538,659,541,651,497,512,357
20:00,427,267,480,328,496,322,523,350,486,376,503,371,464,313
21:00,320,218,371,242,366,270,418,298,396,302,444,319,370,268
22:00,285,199,305,210,332,231,363,251,365,265,389,289,329,232
23:00,189,135,191,112,220,147,228,162,224,159,265,197,267,200
TOTAL,6939,4583,7875,5982,8129,6087,8203,6304,8304,6520,8695,6578,7938,5361
