112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,March 30 2014,,March 31 2014,,April 01 2014,,April 02 2014,,April 03 2014,,April 04 2014,,April 05 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,81,88,42,43,53,47,49,64,51,56,52,71,80,93
1:00,38,58,13,35,36,39,18,44,21,38,34,33,46,62
2:00,32,34,12,16,17,18,9,19,24,13,27,17,36,29
3:00,24,36,8,16,9,21,15,18,11,18,22,10,32,27
4:00,11,26,7,8,8,12,9,13,8,16,13,20,14,25
5:00,13,20,11,30,17,28,15,24,19,25,16,28,12,17
6:00,15,8,37,46,56,47,47,44,53,56,52,48,15,28
7:00,20,21,102,100,105,111,107,115,97,111,95,93,29,35
8:00,47,74,126,123,116,138,116,137,104,141,107,142,62,81
9:00,83,149,138,168,147,178,130,168,141,167,134,182,95,140
10:00,178,232,184,232,196,241,177,194,170,219,188,225,187,203
11:00,221,249,213,263,226,267,199,267,196,275,248,234,249,293
12:00,228,295,240,314,256,311,230,304,235,307,282,305,274,324
13:00,335,341,284,316,272,340,271,291,279,322,326,349,281,330
14:00,290,353,281,337,262,312,265,322,298,336,310,337,295,348
15:00,297,306,291,333,305,316,310,349,293,335,315,311,306,341
16:00,244,326,337,373,321,379,337,386,334,347,391,390,264,335
17:00,248,301,405,370,397,396,423,410,407,431,427,373,289,314
18:00,221,283,421,448,417,422,433,431,461,423,419,373,257,304
19:00,179,212,326,330,360,388,317,326,331,332,307,332,241,257
20:00,164,177,218,229,226,244,218,245,218,243,235,255,187,204
21:00,122,129,169,174,147,199,184,195,171,182,152,169,137,150
22:00,79,102,106,115,105,124,122,153,118,128,120,164,101,139
23:00,66,68,75,80,72,85,65,74,83,75,93,113,90,111
TOTAL,3236,3888,4046,4499,4126,4663,4066,4593,4123,4596,4365,4574,3579,4190
