112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,March 30 2014,,March 31 2014,,April 01 2014,,April 02 2014,,April 03 2014,,April 04 2014,,April 05 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,30,56,37,30,24,37,23,36,31,23,24,27,40,57
1:00,23,39,8,14,18,16,17,15,11,27,9,8,31,34
2:00,10,24,8,13,11,20,11,19,14,15,11,17,18,17
3:00,11,18,6,12,10,8,6,9,10,14,6,13,9,13
4:00,8,15,8,13,4,18,2,15,9,22,12,33,10,13
5:00,4,11,13,27,10,25,10,28,11,27,35,60,5,9
6:00,5,5,33,62,45,56,42,65,41,74,105,134,14,18
7:00,10,25,88,126,106,138,98,129,91,161,177,208,26,41
8:00,36,62,192,213,192,224,179,207,187,198,132,177,49,104
9:00,64,184,121,176,165,209,131,187,157,230,120,200,80,162
10:00,103,197,141,210,136,202,121,205,125,205,176,254,134,200
11:00,115,254,150,225,136,267,167,261,147,245,211,344,133,267
12:00,138,244,170,287,190,326,148,301,170,317,227,319,170,292
13:00,164,303,211,324,227,362,189,312,200,356,226,336,206,355
14:00,176,287,219,321,195,333,192,308,202,304,254,325,210,316
15:00,184,266,223,311,213,310,217,315,222,305,280,355,218,345
16:00,172,298,215,312,232,319,242,336,241,330,275,361,211,328
17:00,157,254,249,365,224,305,216,309,228,338,243,321,204,308
18:00,155,219,227,309,212,310,215,320,214,315,177,327,170,300
19:00,138,223,174,255,175,283,181,291,186,286,141,221,158,251
20:00,99,147,150,225,140,228,155,236,137,191,91,169,98,161
21:00,97,126,103,168,103,142,93,179,112,164,66,115,91,134
22:00,49,65,54,87,78,97,73,102,75,79,43,69,58,108
23:00,39,35,46,56,40,53,39,67,42,65,3041,4393,41,80
