176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,September 28 2014,,,September 29 2014,,,September 30 2014,,,October 01 2014,,,October 02 2014,,,October 03 2014,,,October 04 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,87,109,64,55,79,36,82,113,91,91,136,94,96,121,85,90,116,88,95,133,111
1:00,51,80,29,35,42,22,26,40,22,25,34,22,36,54,36,24,34,29,47,55,46
2:00,31,39,27,16,27,18,29,39,35,31,47,38,37,54,31,40,63,36,28,51,27
3:00,18,28,23,29,43,17,32,43,37,36,41,22,40,45,32,30,39,31,26,37,28
4:00,21,23,16,81,97,56,65,104,57,70,92,75,61,103,60,67,90,60,29,39,37
5:00,45,50,20,245,306,231,234,316,225,255,286,254,245,290,254,239,268,220,51,91,56
6:00,58,86,61,393,505,424,439,490,433,422,535,412,426,522,417,381,438,367,91,153,90
7:00,96,154,107,500,731,638,509,704,612,503,734,634,467,744,604,497,656,571,179,218,173
8:00,114,151,124,447,643,594,445,704,627,472,694,632,465,666,586,448,672,581,201,275,223
9:00,179,238,174,374,528,431,401,547,495,420,562,437,388,530,490,373,535,451,279,377,268
10:00,291,348,245,335,437,390,291,423,409,316,424,372,330,475,400,336,515,426,330,427,360
11:00,271,375,271,278,362,317,260,398,311,266,427,343,158,173,179,315,454,392,319,473,342
12:00,298,373,312,282,330,345,261,350,313,254,339,300,274,352,337,277,362,371,303,424,341
13:00,338,374,303,281,352,315,290,374,317,293,352,316,340,352,343,279,412,334,337,452,341
14:00,323,406,303,305,330,304,291,396,348,335,392,355,351,380,362,369,430,397,351,427,342
15:00,303,357,246,338,445,389,375,450,426,345,458,423,360,497,387,383,485,448,289,411,299
16:00,272,354,250,346,471,441,395,447,437,356,446,420,382,477,424,421,502,424,300,420,326
17:00,309,345,256,357,417,420,359,435,445,393,480,494,393,468,447,410,499,448,298,406,311
18:00,282,363,267,267,355,340,320,375,367,372,412,353,350,379,355,347,439,384,301,378,299
19:00,235,330,239,251,289,250,294,324,278,309,320,319,263,328,269,345,403,343,250,324,251
20:00,212,249,174,173,217,146,199,237,184,180,233,194,186,226,173,201,297,248,212,292,214
21:00,148,208,145,121,177,108,136,177,122,141,168,132,154,205,128,174,215,150,157,191,141
22:00,97,126,93,120,134,80,109,139,107,113,131,94,117,142,104,144,174,122,128,191,131
23:00,73,77,65,81,115,73,85,122,70,96,116,81,98,132,69,115,161,115,113,157,98
TOTAL,4152,5243,3814,5710,7432,6385,5927,7747,6768,6094,7859,6816,6017,7715,6572,6305,8259,7036,4714,6402,4855
