176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 28 2014,,September 29 2014,,September 30 2014,,October 01 2014,,October 02 2014,,October 03 2014,,October 04 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,117,81,65,70,90,90,111,104,102,87,111,103,137,103
1:00,96,49,52,22,55,27,67,21,71,32,62,32,97,55
2:00,49,35,41,20,45,16,34,25,42,25,59,28,59,30
3:00,51,16,35,17,35,17,39,25,27,13,35,17,43,30
4:00,29,18,38,33,40,46,43,39,55,38,36,33,37,20
5:00,34,35,103,100,97,114,127,112,107,104,99,112,40,37
6:00,64,55,270,320,288,307,278,304,271,327,228,286,102,100
7:00,66,40,324,308,295,281,288,303,293,309,310,281,86,79
8:00,57,27,300,248,306,244,300,241,354,248,264,227,85,54
9:00,56,43,228,167,223,164,209,191,230,178,252,187,127,86
10:00,95,58,213,147,174,149,185,159,213,135,224,141,131,89
11:00,118,86,221,160,212,156,218,144,146,85,264,174,178,136
12:00,179,118,257,205,244,226,253,194,275,214,258,239,252,153
13:00,238,167,285,232,267,244,320,255,323,246,341,261,266,188
14:00,267,217,325,303,313,321,314,321,321,299,325,312,289,241
15:00,237,218,399,382,390,408,397,407,391,391,381,391,330,306
16:00,267,184,418,399,473,430,437,403,479,445,465,453,323,200
17:00,259,200,453,425,512,439,483,469,482,486,486,533,350,266
18:00,274,216,513,449,534,457,544,459,513,442,514,434,305,233
19:00,246,178,434,362,464,377,455,392,448,393,448,372,281,219
20:00,247,174,279,226,326,239,312,255,325,238,345,255,266,171
21:00,206,129,213,153,254,164,245,169,268,216,247,172,196,136
22:00,156,87,124,122,217,134,190,132,205,129,213,153,227,139
23:00,99,120,127,140,136,140,138,145,142,147,167,144,190,141
TOTAL,3507,2551,5717,5010,5990,5190,5987,5269,6083,5227,6134,5340,4397,3212
