176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,October 12 2014,,,October 13 2014,,,October 14 2014,,,October 15 2014,,,October 16 2014,,,October 17 2014,,,October 18 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,83,100,79,35,68,45,80,107,94,73,117,85,92,116,78,90,125,83,103,126,101
1:00,38,67,40,21,33,26,16,45,30,28,48,30,30,45,34,23,49,34,35,59,45
2:00,29,38,29,20,31,14,34,48,40,22,34,32,34,39,41,30,51,30,32,46,35
3:00,26,35,18,17,35,18,29,39,45,33,49,28,33,36,35,17,46,31,19,31,23
4:00,12,28,32,81,86,49,73,89,70,62,100,58,79,92,59,70,103,49,26,56,27
5:00,28,64,32,232,260,208,216,299,247,238,270,246,244,276,209,249,266,204,56,82,61
6:00,53,87,60,348,450,369,413,508,428,391,535,448,389,549,424,374,478,405,80,132,98
7:00,92,109,99,469,673,534,489,706,625,473,756,636,512,726,607,455,682,549,174,201,179
8:00,104,155,93,447,617,561,434,697,610,387,712,579,445,666,618,469,656,580,205,281,207
9:00,192,234,191,369,484,426,378,563,447,364,508,459,380,528,470,390,510,399,247,348,246
10:00,253,391,264,295,422,370,304,409,346,310,416,358,310,464,371,369,425,397,339,431,362
11:00,300,394,258,294,392,365,297,357,323,315,352,307,276,440,417,307,383,321,325,438,334
12:00,303,381,255,295,396,324,255,382,336,317,388,350,293,421,356,327,370,347,373,488,393
13:00,304,424,300,296,402,351,257,383,321,264,369,316,292,366,331,293,375,333,319,446,341
14:00,271,388,248,308,421,360,309,391,355,301,396,325,346,395,367,314,412,348,323,465,341
15:00,216,289,225,375,443,402,343,462,418,338,465,414,388,461,404,338,451,444,302,431,318
16:00,187,273,183,322,438,410,348,450,400,391,438,414,461,463,387,369,466,421,315,385,252
17:00,248,335,247,365,491,441,342,446,431,392,420,453,410,468,466,376,460,449,304,408,314
18:00,275,412,301,307,379,328,327,381,346,321,374,349,334,407,380,331,388,341,333,414,335
19:00,194,282,222,246,294,235,251,313,264,257,327,262,280,333,303,296,386,330,250,366,271
20:00,152,277,156,169,187,123,170,230,164,162,215,158,194,246,187,197,258,187,220,287,196
21:00,106,177,107,101,179,137,133,188,112,130,175,143,125,180,106,128,208,151,150,222,138
22:00,87,125,81,97,135,93,90,136,88,135,136,90,119,154,108,134,197,182,133,219,118
23:00,68,123,70,63,136,96,82,99,83,75,98,78,96,112,81,94,158,116,122,160,89
TOTAL,3621,5188,3590,5572,7452,6285,5670,7728,6623,5779,7698,6618,6162,7983,6839,6040,7903,6731,4785,6522,4824
